160	37	0.95	71.74865513	279	81.1	39.13122131	49.92073172
160	275	16.8	99.94879672	276	73.5	0.32239215	100
160	275	16.8	99.94879672	292	89.4	26.96680805	100
160	275	16.8	99.94879672	46	650	98.65510327	100
160	294	76.6	0	286	132.6	26.35059193	4.644690754
160	294	76.6	0	288	177	50.0790699	35.40375522
160	63	0.4	80.21460332	288	177	50.0790699	76.07493476
160	281	78	100	248	0.1	2.150875492	100
160	259	28.3	89.25430294	21	10.3	100	100
160	8	15.4	99.78243983	295	1.4	0	88.77601923
160	8	15.4	99.78243983	289	10	96.22080761	100
160	289	10	96.22080761	269	19.8	58.96658998	100
160	273	178	17.3356167	279	81.1	39.13122131	0
160	19	7.5	99.87921859	288	177	50.0790699	89.81875324
160	19	7.5	99.87921859	286	132.6	26.35059193	100
160	278	333.1	84.97484141	61	9.9	11.69030422	96.97388795
160	106	9.8	96.94297546	33	0.2	99.99187369	100
160	106	9.8	96.94297546	283	0.013	1.662962311	90.05069258
160	268	86.7	94.77996018	284	118.7	17.11103228	100
160	61	9.9	11.69030422	273	178	17.3356167	14.68829651
160	263	0.46	98.44403556	14	334.9	2.964857381	100
160	106	9.8	96.94297546	264	214.1	45.94459407	82.56464943
160	284	118.7	17.11103228	281	78	100	100
160	291	66.9	24.35133625	264	214.1	45.94459407	69.63283161
160	48	14	84.27757776	279	81.1	39.13122131	41.64408576
160	48	14	84.27757776	281	78	100	100
160	261	13.2	85.39038766	264	214.1	45.94459407	100
160	282	5.3	26.61512503	293	48.8	35.48998063	0
160	282	5.3	26.61512503	269	19.8	58.96658998	60.93082005
160	14	334.9	2.964857381	61	9.9	11.69030422	21.13824684
160	273	178	17.3356167	283	0.013	1.662962311	52.596552
160	92	70.6	36.73976992	271	319.5	0	55.37844652
160	92	70.6	36.73976992	291	66.9	24.35133625	84.18875988
160	273	178	17.3356167	33	0.2	99.99187369	100
160	263	0.46	98.44403556	265	0.4	0	100
160	263	0.46	98.44403556	290	41.8	0.294050343	100
160	265	0.4	0	286	132.6	26.35059193	100
160	248	0.1	2.150875492	274	63.9	100	100
160	248	0.1	2.150875492	284	118.7	17.11103228	37.60801138
160	248	0.1	2.150875492	285	308.3	96.73717693	98.42539747
160	264	214.1	45.94459407	278	333.1	84.97484141	100
160	90	0.7	11.44575694	264	214.1	45.94459407	77.50955626
160	90	0.7	11.44575694	273	178	17.3356167	68.57804807
160	261	13.2	85.39038766	274	63.9	100	100
160	264	214.1	45.94459407	92	70.6	36.73976992	74.33858268
160	260	20.7	36.36300704	274	63.9	100	100
160	260	20.7	36.36300704	37	0.95	71.74865513	84.09704843
160	260	20.7	36.36300704	284	118.7	17.11103228	100
160	260	20.7	36.36300704	290	41.8	0.294050343	57.75928705
160	261	13.2	85.39038766	248	0.1	2.150875492	100
160	90	0.7	11.44575694	290	41.8	0.294050343	16.22162668
160	263	0.46	98.44403556	21	10.3	100	95.92563474
160	281	78	100	263	0.46	98.44403556	100
160	8	15.4	99.78243983	284	118.7	17.11103228	100
160	8	15.4	99.78243983	285	308.3	96.73717693	100
160	8	15.4	99.78243983	37	0.95	71.74865513	100
160	21	10.3	100	14	334.9	2.964857381	100
160	268	86.7	94.77996018	273	178	17.3356167	99.05634201
160	283	0.013	1.662962311	272	0.0023	0	10.05597895
160	292	89.4	26.96680805	268	86.7	94.77996018	100
160	276	73.5	0.32239215	295	1.4	0	0
160	288	177	50.0790699	291	66.9	24.35133625	0.503969952
160	21	10.3	100	106	9.8	96.94297546	100
160	21	10.3	100	8	15.4	99.78243983	100
160	21	10.3	100	48	14	84.27757776	100
160	21	10.3	100	275	16.8	99.94879672	100
160	269	19.8	58.96658998	272	0.0023	0	63.8387678
160	274	63.9	100	290	41.8	0.294050343	100
160	270	1.3	0.017271008	259	28.3	89.25430294	100
160	274	63.9	100	265	0.4	0	100
160	286	132.6	26.35059193	276	73.5	0.32239215	53.81484286
160	268	86.7	94.77996018	283	0.013	1.662962311	99.6841965
160	279	81.1	39.13122131	92	70.6	36.73976992	40.57936087
160	279	81.1	39.13122131	66	62.5	52.14382245	100
160	285	308.3	96.73717693	274	63.9	100	100
160	285	308.3	96.73717693	37	0.95	71.74865513	100
160	290	41.8	0.294050343	292	89.4	26.96680805	0
160	63	0.4	80.21460332	259	28.3	89.25430294	100
160	248	0.1	2.150875492	41	2.5	36.39400064	32.22055115
160	248	0.1	2.150875492	48	14	84.27757776	91.97742717
160	248	0.1	2.150875492	275	16.8	99.94879672	100
160	14	334.9	2.964857381	291	66.9	24.35133625	41.88725996
160	260	20.7	36.36300704	277	14.2	0.202713617	0.820377279
160	33	0.2	99.99187369	263	0.46	98.44403556	100
160	48	14	84.27757776	291	66.9	24.35133625	100
160	66	62.5	52.14382245	265	0.4	0	59.86866959
160	66	62.5	52.14382245	290	41.8	0.294050343	3.23612518
160	270	1.3	0.017271008	284	118.7	17.11103228	42.42175755
160	270	1.3	0.017271008	274	63.9	100	100
160	41	2.5	36.39400064	61	9.9	11.69030422	34.28779202
160	41	2.5	36.39400064	261	13.2	85.39038766	100
160	46	650	98.65510327	264	214.1	45.94459407	92.66637285
160	46	650	98.65510327	273	178	17.3356167	100
160	289	10	96.22080761	285	308.3	96.73717693	98.72898729
160	289	10	96.22080761	290	41.8	0.294050343	97.85021102
160	283	0.013	1.662962311	278	333.1	84.97484141	97.00887803
160	92	70.6	36.73976992	293	48.8	35.48998063	31.24708618
160	269	19.8	58.96658998	19	7.5	99.87921859	100
160	269	19.8	58.96658998	291	66.9	24.35133625	34.89728367
160	269	19.8	58.96658998	271	319.5	0	48.04360608
160	273	178	17.3356167	260	20.7	36.36300704	20.32161565
160	265	0.4	0	272	0.0023	0	0
160	293	48.8	35.48998063	295	1.4	0	0
160	293	48.8	35.48998063	289	10	96.22080761	100
160	281	78	100	268	86.7	94.77996018	100
160	281	78	100	294	76.6	0	100
160	8	15.4	99.78243983	106	9.8	96.94297546	100
160	293	48.8	35.48998063	291	66.9	24.35133625	14.6427397
160	272	0.0023	0	46	650	98.65510327	100
160	272	0.0023	0	276	73.5	0.32239215	0
160	292	89.4	26.96680805	261	13.2	85.39038766	0
160	21	10.3	100	284	118.7	17.11103228	100
160	21	10.3	100	285	308.3	96.73717693	98.22847234
160	282	5.3	26.61512503	288	177	50.0790699	98.19662595
160	279	81.1	39.13122131	14	334.9	2.964857381	0
160	265	0.4	0	269	19.8	58.96658998	56.89968035
160	281	78	100	290	41.8	0.294050343	96.19486071
160	281	78	100	265	0.4	0	100
160	259	28.3	89.25430294	273	178	17.3356167	36.21251474
160	267	3.4	10.62896364	61	9.9	11.69030422	30.37518713
160	285	308.3	96.73717693	275	16.8	99.94879672	100
160	11	1.6	98.72289447	288	177	50.0790699	100
160	295	1.4	0	268	86.7	94.77996018	100
160	292	89.4	26.96680805	90	0.7	11.44575694	41.75577824
160	293	48.8	35.48998063	248	0.1	2.150875492	95.4497693
160	275	16.8	99.94879672	259	28.3	89.25430294	100
160	90	0.7	11.44575694	66	62.5	52.14382245	91.11097288
160	90	0.7	11.44575694	92	70.6	36.73976992	10.79497492
160	90	0.7	11.44575694	281	78	100	33.02247438
160	90	0.7	11.44575694	279	81.1	39.13122131	0
160	285	308.3	96.73717693	295	1.4	0	100
160	277	14.2	0.202713617	90	0.7	11.44575694	0
160	293	48.8	35.48998063	288	177	50.0790699	100
160	290	41.8	0.294050343	286	132.6	26.35059193	0
160	33	0.2	99.99187369	268	86.7	94.77996018	100
160	33	0.2	99.99187369	262	115.2	1.596485175	100
160	263	0.46	98.44403556	269	19.8	58.96658998	98.6631736
160	263	0.46	98.44403556	293	48.8	35.48998063	100
160	263	0.46	98.44403556	280	23.8	100	100
160	106	9.8	96.94297546	61	9.9	11.69030422	100
160	294	76.6	0	260	20.7	36.36300704	36.47617677
160	48	14	84.27757776	293	48.8	35.48998063	92.84407114
160	280	23.8	100	279	81.1	39.13122131	99.70854096
160	280	23.8	100	92	70.6	36.73976992	100
160	280	23.8	100	281	78	100	100
160	280	23.8	100	66	62.5	52.14382245	96.70397849
160	270	1.3	0.017271008	275	16.8	99.94879672	100
160	41	2.5	36.39400064	294	76.6	0	6.328984916
160	61	9.9	11.69030422	283	0.013	1.662962311	33.64739618
160	41	2.5	36.39400064	262	115.2	1.596485175	39.03847863
160	284	118.7	17.11103228	289	10	96.22080761	99.95837037
160	46	650	98.65510327	283	0.013	1.662962311	100
160	46	650	98.65510327	21	10.3	100	100
160	262	115.2	1.596485175	269	19.8	58.96658998	43.3042584
160	262	115.2	1.596485175	280	23.8	100	89.93589435
160	259	28.3	89.25430294	262	115.2	1.596485175	100
160	259	28.3	89.25430294	268	86.7	94.77996018	100
160	259	28.3	89.25430294	294	76.6	0	0
160	277	14.2	0.202713617	271	319.5	0	83.97324017
160	264	214.1	45.94459407	14	334.9	2.964857381	53.1206923
160	264	214.1	45.94459407	289	10	96.22080761	98.60480183
160	261	13.2	85.39038766	294	76.6	0	100
160	271	319.5	0	292	89.4	26.96680805	0
160	92	70.6	36.73976992	270	1.3	0.017271008	51.56320101
160	293	48.8	35.48998063	285	308.3	96.73717693	100
160	293	48.8	35.48998063	37	0.95	71.74865513	58.13145599
160	248	0.1	2.150875492	271	319.5	0	0
160	248	0.1	2.150875492	291	66.9	24.35133625	50.14218923
160	248	0.1	2.150875492	19	7.5	99.87921859	100
160	66	62.5	52.14382245	294	76.6	0	100
160	66	62.5	52.14382245	268	86.7	94.77996018	98.22847234
160	66	62.5	52.14382245	262	115.2	1.596485175	92.55880941
160	267	3.4	10.62896364	268	86.7	94.77996018	96.63819855
160	295	1.4	0	61	9.9	11.69030422	14.89008041
160	106	9.8	96.94297546	260	20.7	36.36300704	100
160	260	20.7	36.36300704	248	0.1	2.150875492	35.02770417
160	283	0.013	1.662962311	269	19.8	58.96658998	53.12915456
160	284	118.7	17.11103228	285	308.3	96.73717693	100
160	284	118.7	17.11103228	274	63.9	100	100
160	48	14	84.27757776	8	15.4	99.78243983	100
160	275	16.8	99.94879672	286	132.6	26.35059193	97.42686311
160	261	13.2	85.39038766	265	0.4	0	100
160	262	115.2	1.596485175	281	78	100	100
160	282	5.3	26.61512503	46	650	98.65510327	100
160	282	5.3	26.61512503	292	89.4	26.96680805	100
160	282	5.3	26.61512503	276	73.5	0.32239215	1.803658006
160	92	70.6	36.73976992	286	132.6	26.35059193	70.37194374
160	92	70.6	36.73976992	288	177	50.0790699	70.95948642
160	263	0.46	98.44403556	264	214.1	45.94459407	100
160	288	177	50.0790699	284	118.7	17.11103228	100
160	295	1.4	0	280	23.8	100	100
160	264	214.1	45.94459407	284	118.7	17.11103228	87.90434061
160	264	214.1	45.94459407	37	0.95	71.74865513	71.83517417
160	8	15.4	99.78243983	271	319.5	0	100
160	8	15.4	99.78243983	19	7.5	99.87921859	100
160	276	73.5	0.32239215	264	214.1	45.94459407	69.77121967
160	292	89.4	26.96680805	37	0.95	71.74865513	73.61268403
160	270	1.3	0.017271008	295	1.4	0	24.14270257
160	270	1.3	0.017271008	14	334.9	2.964857381	11.85618313
160	267	3.4	10.62896364	260	20.7	36.36300704	42.0170066
160	262	115.2	1.596485175	273	178	17.3356167	72.25764166
160	262	115.2	1.596485175	264	214.1	45.94459407	64.00914171
160	270	1.3	0.017271008	267	3.4	10.62896364	9.785337947
160	269	19.8	58.96658998	261	13.2	85.39038766	100
160	269	19.8	58.96658998	61	9.9	11.69030422	76.02305923
160	286	132.6	26.35059193	260	20.7	36.36300704	52.12535799
160	268	86.7	94.77996018	269	19.8	58.96658998	100
160	271	319.5	0	280	23.8	100	82.78353902
160	271	319.5	0	267	3.4	10.62896364	0
160	280	23.8	100	19	7.5	99.87921859	100
160	280	23.8	100	291	66.9	24.35133625	100
160	11	1.6	98.72289447	269	19.8	58.96658998	100
160	11	1.6	98.72289447	280	23.8	100	100
160	21	10.3	100	290	41.8	0.294050343	100
160	21	10.3	100	265	0.4	0	100
160	268	86.7	94.77996018	278	333.1	84.97484141	100
160	272	0.0023	0	14	334.9	2.964857381	0
160	282	5.3	26.61512503	90	0.7	11.44575694	0
160	275	16.8	99.94879672	61	9.9	11.69030422	64.45628481
160	296	701.2	0	282	5.3	26.61512503	0
160	66	62.5	52.14382245	263	0.46	98.44403556	100
160	66	62.5	52.14382245	61	9.9	11.69030422	32.29162016
160	37	0.95	71.74865513	283	0.013	1.662962311	57.53494533
160	284	118.7	17.11103228	277	14.2	0.202713617	60.13515499
160	284	118.7	17.11103228	48	14	84.27757776	100
160	268	86.7	94.77996018	272	0.0023	0	99.55612508
160	268	86.7	94.77996018	63	0.4	80.21460332	100
160	271	319.5	0	272	0.0023	0	0
160	280	23.8	100	61	9.9	11.69030422	100
160	48	14	84.27757776	285	308.3	96.73717693	100
160	294	76.6	0	37	0.95	71.74865513	47.25429705
160	294	76.6	0	274	63.9	100	100
160	61	9.9	11.69030422	92	70.6	36.73976992	64.57339754
160	61	9.9	11.69030422	279	81.1	39.13122131	22.58550842
160	63	0.4	80.21460332	274	63.9	100	100
160	33	0.2	99.99187369	288	177	50.0790699	89.81435379
160	265	0.4	0	296	701.2	0	0
160	37	0.95	71.74865513	288	177	50.0790699	87.21743919
160	248	0.1	2.150875492	267	3.4	10.62896364	3.795325122
160	248	0.1	2.150875492	269	19.8	58.96658998	70.35880416
160	288	177	50.0790699	8	15.4	99.78243983	99.00782555
160	90	0.7	11.44575694	260	20.7	36.36300704	100
160	280	23.8	100	285	308.3	96.73717693	100
160	264	214.1	45.94459407	275	16.8	99.94879672	99.35313531
160	291	66.9	24.35133625	262	115.2	1.596485175	0
160	41	2.5	36.39400064	286	132.6	26.35059193	16.7546229
160	260	20.7	36.36300704	259	28.3	89.25430294	86.05744687
160	33	0.2	99.99187369	46	650	98.65510327	100
160	272	0.0023	0	270	1.3	0.017271008	1.822527637
160	280	23.8	100	284	118.7	17.11103228	100
160	280	23.8	100	274	63.9	100	100
160	41	2.5	36.39400064	292	89.4	26.96680805	74.76163504
160	41	2.5	36.39400064	46	650	98.65510327	100
160	283	0.013	1.662962311	264	214.1	45.94459407	69.98638715
