CLOUD ID1	CLOUD ID2	y1	y2	yc	yBliss	yLoewe
CLOUD173	CLOUD143	26.96680805	89.25430294	100	0.921520744	4.7
CLOUD059	CLOUD222	1.662962311	0	0	0.016629623	92.5
CLOUD128	CLOUD213	10.62896364	45.94459407	48.63465182	0.516901235	93.4
CLOUD128	CLOUD215	10.62896364	17.3356167	0	0.261219839	93.4
CLOUD164	CLOUD184	36.73976992	0	65.03267386	0.367397699	89.6
CLOUD164	CLOUD180	36.73976992	94.77996018	100	0.966977908	97.9
CLOUD164	CLOUD188	36.73976992	1.596485175	57.81220124	0.377497101	97.9
CLOUD169	CLOUD053	52.14382245	99.99187369	100	0.999961111	2.2
CLOUD165	CLOUD169	100	52.14382245	100	1	57.5
CLOUD165	CLOUD166	100	39.13122131	100	1	58.3
CLOUD171	CLOUD031	0.32239215	36.39400064	36.82416909	0.365990614	97.7
CLOUD180	CLOUD232	94.77996018	50.0790699	100	0.973941076	95
CLOUD180	CLOUD234	94.77996018	26.35059193	96.12743998	0.961554716	98.5
CLOUD088	CLOUD196	0	71.74865513	66.00106239	0.717486551	59.6
CLOUD088	CLOUD190	0	17.11103228	56.92926158	0.171110323	98
CLOUD088	CLOUD193	0	96.73717693	100	0.967371769	95
CLOUD088	CLOUD229	0	0.294050343	16.24465636	0.002940503	98
CLOUD122	CLOUD232	58.96658998	50.0790699	40.01866585	0.795157401	95
CLOUD103	CLOUD165	85.39038766	100	89.18822303	1	35.5
CLOUD103	CLOUD169	85.39038766	52.14382245	100	0.93008398	89.6
CLOUD059	CLOUD143	1.662962311	89.25430294	100	0.894329998	4.7
CLOUD249	CLOUD264	0	36.36300704	0	0.36363007	98.7
CLOUD232	CLOUD049	50.0790699	0.017271008	1.585863163	0.500876917	95
CLOUD199	CLOUD203	100	24.35133625	100	1	96.8
CLOUD180	CLOUD031	94.77996018	36.39400064	100	0.966797415	98.6
CLOUD166	CLOUD180	39.13122131	94.77996018	100	0.968226255	98.1
CLOUD229	CLOUD115	0.294050343	99.78243983	100	0.997830796	95.6
CLOUD229	CLOUD113	0.294050343	0.202713617	90.72614597	0.004961679	91.9
CLOUD089	CLOUD165	80.21460332	100	93.80980454	1	19.2
CLOUD025	CLOUD173	2.150875492	26.96680805	33.00167547	0.285376611	97.3
CLOUD025	CLOUD179	2.150875492	98.65510327	100	0.986840303	98.9
CLOUD232	CLOUD169	50.0790699	52.14382245	100	0.761097511	95
CLOUD232	CLOUD166	50.0790699	39.13122131	0	0.696137395	95
CLOUD071	CLOUD102	11.44575694	11.69030422	29.19665844	0.217980174	64.8
CLOUD229	CLOUD250	0.294050343	2.964857381	0	0.032501896	99.3
CLOUD229	CLOUD256	0.294050343	0	0	0.002940503	99.3
CLOUD053	CLOUD129	99.99187369	100	100	1	1.9
CLOUD166	CLOUD024	39.13122131	98.72289447	100	0.992226415	1
CLOUD169	CLOUD207	52.14382245	0	0	0.521438225	99
CLOUD169	CLOUD203	52.14382245	24.35133625	96.0715638	0.637974412	98.4
CLOUD179	CLOUD234	98.65510327	26.35059193	79.52473811	0.990094915	98.5
CLOUD031	CLOUD122	36.39400064	58.96658998	84.86723723	0.739002895	97
CLOUD031	CLOUD128	36.39400064	10.62896364	37.96362938	0.431546592	88.6
CLOUD031	CLOUD129	36.39400064	100	100	1	94.4
CLOUD089	CLOUD117	80.21460332	99.94879672	91.34939659	0.999898692	13.9
CLOUD089	CLOUD113	80.21460332	0.202713617	49.26194815	0.80254711	21.5
CLOUD190	CLOUD234	17.11103228	26.35059193	0	0.389527659	98.5
CLOUD143	CLOUD256	89.25430294	0	100	0.892543029	19.5
CLOUD122	CLOUD229	58.96658998	0.294050343	55.24776906	0.590872489	97
CLOUD120	CLOUD234	35.48998063	26.35059193	0	0.524887526	98.4
CLOUD165	CLOUD102	100	11.69030422	100	1	42
CLOUD115	CLOUD171	99.78243983	0.32239215	100	0.997831412	95.4
CLOUD115	CLOUD179	99.78243983	98.65510327	76.52235188	0.99997074	95.3
CLOUD120	CLOUD188	35.48998063	1.596485175	0	0.365198735	98.9
CLOUD243	CLOUD184	84.97484141	0	100	0.849748414	89.8
CLOUD259	CLOUD164	96.22080761	36.73976992	100	0.976092742	95.8
CLOUD088	CLOUD115	0	99.78243983	80.68622715	0.997824398	92.9
CLOUD088	CLOUD112	0	96.94297546	100	0.969429755	98
CLOUD173	CLOUD165	26.96680805	100	100	1	58.1
CLOUD213	CLOUD234	45.94459407	26.35059193	82.78989615	0.601885135	98.5
CLOUD059	CLOUD171	1.662962311	0.32239215	0.653578257	0.019799932	97.7
CLOUD083	CLOUD213	26.61512503	45.94459407	79.94265366	0.603315079	99
CLOUD122	CLOUD053	58.96658998	99.99187369	100	0.999966655	1.9
CLOUD222	CLOUD102	0	11.69030422	44.32644199	0.116903042	62.6
CLOUD165	CLOUD203	100	24.35133625	100	1	55.9
CLOUD128	CLOUD165	10.62896364	100	98.35048501	1	52.3
CLOUD128	CLOUD164	10.62896364	36.73976992	61.43445032	0.434636768	91.7
CLOUD088	CLOUD165	0	100	100	1	57.2
CLOUD184	CLOUD166	0	39.13122131	0	0.391312213	92.2
CLOUD256	CLOUD169	0	52.14382245	94.05077974	0.521438225	99
CLOUD024	CLOUD213	98.72289447	45.94459407	96.52744439	0.993096554	1
CLOUD256	CLOUD165	0	100	100	1	51.6
CLOUD059	CLOUD184	1.662962311	0	15.28231678	0.016629623	92.1
CLOUD059	CLOUD188	1.662962311	1.596485175	0	0.032328985	98.9
CLOUD173	CLOUD088	26.96680805	0	26.78231829	0.26966808	97.3
CLOUD117	CLOUD166	99.94879672	39.13122131	100	0.999688332	2.8
CLOUD117	CLOUD164	99.94879672	36.73976992	83.26807731	0.999676087	43.4
CLOUD113	CLOUD057	0.202713617	100	100	1	14.7
CLOUD089	CLOUD203	80.21460332	24.35133625	78.36052034	0.850326118	22.3
CLOUD059	CLOUD089	1.662962311	80.21460332	77.7157618	0.80543627	22.4
CLOUD199	CLOUD122	100	58.96658998	100	1	96.9
CLOUD173	CLOUD112	26.96680805	96.94297546	100	0.977673574	97.3
CLOUD173	CLOUD115	26.96680805	99.78243983	100	0.998411089	95.1
CLOUD104	CLOUD143	98.44403556	89.25430294	100	0.998328008	1.9
CLOUD115	CLOUD264	99.78243983	36.36300704	58.18939653	0.998615512	94.3
CLOUD203	CLOUD215	24.35133625	17.3356167	20.78320235	0.374654986	98.2
CLOUD024	CLOUD025	98.72289447	2.150875492	100	0.987503634	1
CLOUD250	CLOUD083	2.964857381	26.61512503	19.93560383	0.287908819	99
CLOUD250	CLOUD089	2.964857381	80.21460332	66.38760533	0.808012121	21.9
CLOUD215	CLOUD171	17.3356167	0.32239215	0	0.176021202	97.7
CLOUD207	CLOUD213	0	45.94459407	36.85178374	0.459445941	99.5
CLOUD089	CLOUD049	80.21460332	0.017271008	65.72972602	0.802180205	21
CLOUD088	CLOUD203	0	24.35133625	0	0.243513362	98
CLOUD173	CLOUD188	26.96680805	1.596485175	37.79610775	0.281327721	97.3
CLOUD169	CLOUD196	52.14382245	71.74865513	87.00016661	0.864799862	59.6
CLOUD190	CLOUD031	17.11103228	36.39400064	40.03716705	0.472776437	98.6
CLOUD129	CLOUD264	100	36.36300704	100	1	95.9
CLOUD083	CLOUD088	26.61512503	0	0	0.26615125	98
CLOUD171	CLOUD264	0.32239215	36.36300704	16.64670659	0.365681677	97.7
CLOUD184	CLOUD203	0	24.35133625	43.30515408	0.243513362	89.5
CLOUD232	CLOUD256	50.0790699	0	9.045585627	0.500790699	95
CLOUD112	CLOUD049	96.94297546	0.017271008	100	0.969435034	99.3
CLOUD053	CLOUD143	99.99187369	89.25430294	91.01556852	0.999991268	1.9
CLOUD049	CLOUD171	0.017271008	0.32239215	18.69529764	0.003396075	97.7
CLOUD102	CLOUD229	11.69030422	0.294050343	16.16525014	0.119499792	69.2
CLOUD196	CLOUD049	71.74865513	0.017271008	73.99401035	0.717535344	59.6
CLOUD222	CLOUD184	0	0	0	0	79.4
CLOUD169	CLOUD164	52.14382245	36.73976992	67.32888002	0.69726072	97.6
CLOUD059	CLOUD104	1.662962311	98.44403556	100	0.984699107	1.8
CLOUD112	CLOUD203	96.94297546	24.35133625	100	0.976874018	98.4
CLOUD112	CLOUD209	96.94297546	99.87921859	98.49566623	0.999963077	2.4
CLOUD190	CLOUD179	17.11103228	98.65510327	96.3825256	0.98885229	98.9
CLOUD190	CLOUD171	17.11103228	0.32239215	68.57804807	0.173782598	97.7
CLOUD190	CLOUD173	17.11103228	26.96680805	67.46878214	0.394635411	97.3
CLOUD222	CLOUD180	0	94.77996018	100	0.947799602	92.7
CLOUD114	CLOUD173	84.27757776	26.96680805	100	0.885174132	4.4
CLOUD117	CLOUD256	99.94879672	0	100	0.999487967	19.5
CLOUD117	CLOUD259	99.94879672	96.22080761	92.90004693	0.999980649	16.4
CLOUD103	CLOUD209	85.39038766	99.87921859	92.3883297	0.999823543	2.4
CLOUD103	CLOUD207	85.39038766	0	0	0.853903877	90
CLOUD103	CLOUD203	85.39038766	24.35133625	0	0.889480235	87.1
CLOUD164	CLOUD215	36.73976992	17.3356167	58.8146135	0.477063209	97.6
CLOUD128	CLOUD184	10.62896364	0	0	0.106289636	80.7
CLOUD104	CLOUD232	98.44403556	50.0790699	99.0339507	0.992232481	1.8
CLOUD171	CLOUD188	0.32239215	1.596485175	32.45204299	0.019137304	97.7
CLOUD234	CLOUD057	26.35059193	100	100	1	4.9
CLOUD234	CLOUD053	26.35059193	99.99187369	100	0.99994015	1.9
CLOUD025	CLOUD184	2.150875492	0	0	0.021508755	92.2
CLOUD025	CLOUD180	2.150875492	94.77996018	100	0.948922367	99.1
CLOUD025	CLOUD188	2.150875492	1.596485175	5.685390187	0.037130223	98.9
CLOUD071	CLOUD203	11.44575694	24.35133625	15.01732572	0.330098984	98.4
CLOUD071	CLOUD207	11.44575694	0	6.315390319	0.114457569	99.4
CLOUD213	CLOUD173	45.94459407	26.96680805	82.06523998	0.605216116	97.3
CLOUD184	CLOUD049	0	0.017271008	35.42100385	0.00017271	87
CLOUD031	CLOUD259	36.39400064	96.22080761	96.15841772	0.975962069	94.3
CLOUD031	CLOUD250	36.39400064	2.964857381	39.18897638	0.382798278	95.8
CLOUD222	CLOUD188	0	1.596485175	5.183854023	0.015964852	92.7
CLOUD264	CLOUD213	36.36300704	45.94459407	80.0992529	0.656007651	99.5
CLOUD171	CLOUD232	0.32239215	50.0790699	89.91101763	0.502400111	95
CLOUD122	CLOUD128	58.96658998	10.62896364	73.89373138	0.633280162	93.3
CLOUD234	CLOUD249	26.35059193	0	100	0.263505919	98.5
CLOUD164	CLOUD179	36.73976992	98.65510327	94.59371965	0.991492152	97.9
CLOUD209	CLOUD243	99.87921859	84.97484141	91.05429166	0.999818524	2.4
CLOUD165	CLOUD117	100	99.94879672	100	1	2.6
CLOUD165	CLOUD112	100	96.94297546	100	1	46
CLOUD243	CLOUD179	84.97484141	98.65510327	100	0.997979271	98.3
CLOUD143	CLOUD166	89.25430294	39.13122131	94.71507151	0.934592254	4.7
CLOUD143	CLOUD164	89.25430294	36.73976992	41.47819063	0.932022473	43.4
CLOUD143	CLOUD165	89.25430294	100	100	1	3.6
CLOUD143	CLOUD169	89.25430294	52.14382245	100	0.948575201	4.7
CLOUD115	CLOUD184	99.78243983	0	100	0.997824398	78.1
CLOUD115	CLOUD180	99.78243983	94.77996018	92.81334968	0.999886433	95.6
CLOUD115	CLOUD188	99.78243983	1.596485175	98.70925282	0.997859131	95.6
CLOUD049	CLOUD071	0.017271008	11.44575694	27.20051181	0.114610512	99.4
CLOUD199	CLOUD031	100	36.39400064	100	1	96.4
CLOUD031	CLOUD112	36.39400064	96.94297546	100	0.98055549	97.5
CLOUD024	CLOUD104	98.72289447	98.44403556	100	0.999801287	1
CLOUD112	CLOUD207	96.94297546	0	100	0.969429755	99.3
CLOUD199	CLOUD232	100	50.0790699	100	1	95
CLOUD209	CLOUD169	99.87921859	52.14382245	100	0.999421986	2.4
CLOUD209	CLOUD165	99.87921859	100	93.64853992	1	2.4
CLOUD243	CLOUD031	84.97484141	36.39400064	100	0.904430977	96.5
CLOUD256	CLOUD199	0	100	100	1	96.8
CLOUD193	CLOUD184	96.73717693	0	100	0.967371769	76.9
CLOUD193	CLOUD180	96.73717693	94.77996018	100	0.998296793	97.3
CLOUD122	CLOUD179	58.96658998	98.65510327	94.86202919	0.99448143	97
CLOUD112	CLOUD120	96.94297546	35.48998063	100	0.980279129	98.7
CLOUD112	CLOUD122	96.94297546	58.96658998	100	0.987455986	97
CLOUD112	CLOUD128	96.94297546	10.62896364	100	0.972679055	91
CLOUD112	CLOUD129	96.94297546	100	100	1	95.7
CLOUD196	CLOUD259	71.74865513	96.22080761	90.36690472	0.989323273	59.6
CLOUD196	CLOUD256	71.74865513	0	62.24661013	0.717486551	59.6
CLOUD196	CLOUD250	71.74865513	2.964857381	60.83987473	0.725862672	59.6
CLOUD025	CLOUD104	2.150875492	98.44403556	100	0.984775024	1.8
CLOUD025	CLOUD102	2.150875492	11.69030422	26.01795271	0.135897358	69
CLOUD232	CLOUD188	50.0790699	1.596485175	0	0.508760501	95
CLOUD264	CLOUD164	36.36300704	36.73976992	18.80290808	0.597430918	97.6
CLOUD114	CLOUD234	84.27757776	26.35059193	100	0.884205291	3.5
CLOUD114	CLOUD232	84.27757776	50.0790699	0	0.921512206	3.5
CLOUD229	CLOUD171	0.294050343	0.32239215	0	0.006154945	97.7
CLOUD049	CLOUD180	0.017271008	94.77996018	100	0.947808617	99.6
CLOUD049	CLOUD188	0.017271008	1.596485175	18.62126147	0.016134805	98.9
CLOUD031	CLOUD115	36.39400064	99.78243983	90.41838	0.998616187	89
CLOUD031	CLOUD117	36.39400064	99.94879672	100	0.999674316	52.2
CLOUD250	CLOUD180	2.964857381	94.77996018	100	0.949347269	99.6
CLOUD215	CLOUD256	17.3356167	0	0	0.173356167	98.3
CLOUD122	CLOUD215	58.96658998	17.3356167	76.42955915	0.660799847	97
CLOUD196	CLOUD143	71.74865513	89.25430294	97.88499456	0.969641961	59.2
CLOUD165	CLOUD199	100	100	96.27959667	1	55.8
CLOUD165	CLOUD196	100	71.74865513	99.19753622	1	59.2
CLOUD115	CLOUD104	99.78243983	98.44403556	100	0.999966148	1.6
CLOUD024	CLOUD180	98.72289447	94.77996018	100	0.999333346	1
CLOUD024	CLOUD188	98.72289447	1.596485175	100	0.987432833	1
CLOUD190	CLOUD089	17.11103228	80.21460332	69.84967467	0.836000889	22.5
CLOUD190	CLOUD083	17.11103228	26.61512503	58.91389111	0.391720347	99
CLOUD207	CLOUD264	0	36.36300704	0	0.36363007	99.5
CLOUD143	CLOUD102	89.25430294	11.69030422	100	0.905105076	31.3
CLOUD207	CLOUD102	0	11.69030422	21.03418054	0.116903042	68.4
CLOUD103	CLOUD112	85.39038766	96.94297546	86.63636781	0.995533806	82.2
CLOUD103	CLOUD117	85.39038766	99.94879672	100	0.999925194	2.5
CLOUD103	CLOUD115	85.39038766	99.78243983	100	0.999682153	71.5
CLOUD113	CLOUD122	0.202713617	58.96658998	76.64842001	0.590497703	91.2
CLOUD057	CLOUD165	100	100	97.82291819	1	4.3
CLOUD088	CLOUD128	0	10.62896364	0	0.106289636	91.3
CLOUD249	CLOUD213	0	45.94459407	47.16520039	0.459445941	98.7
CLOUD143	CLOUD129	89.25430294	100	100	1	4.5
CLOUD143	CLOUD122	89.25430294	58.96658998	100	0.955906741	4.4
CLOUD166	CLOUD222	39.13122131	0	51.82922924	0.391312213	92.6
CLOUD166	CLOUD229	39.13122131	0.294050343	81.9118966	0.393102062	98.1
CLOUD129	CLOUD222	100	0	100	1	89.4
CLOUD165	CLOUD259	100	96.22080761	100	1	50.8
CLOUD165	CLOUD250	100	2.964857381	100	1	51.7
CLOUD129	CLOUD229	100	0.294050343	100	1	96.1
CLOUD143	CLOUD207	89.25430294	0	100	0.892543029	37.6
CLOUD250	CLOUD243	2.964857381	84.97484141	0	0.854203159	97.4
CLOUD196	CLOUD128	71.74865513	10.62896364	54.50413599	0.747514803	59.6
CLOUD196	CLOUD129	71.74865513	100	95.67752975	1	59.6
CLOUD071	CLOUD179	11.44575694	98.65510327	91.04666969	0.988090369	98.9
CLOUD071	CLOUD171	11.44575694	0.32239215	22.55142323	0.117312489	97.7
CLOUD199	CLOUD171	100	0.32239215	100	1	96.9
CLOUD234	CLOUD083	26.35059193	26.61512503	48.81573067	0.45952474	98.5
CLOUD234	CLOUD088	26.35059193	0	0	0.263505919	98
CLOUD053	CLOUD193	99.99187369	96.73717693	100	0.999997349	1.9
CLOUD104	CLOUD112	98.44403556	96.94297546	100	0.999524338	1.2
CLOUD166	CLOUD057	39.13122131	100	99.94819389	1	4.9
CLOUD057	CLOUD209	100	99.87921859	100	1	2.4
CLOUD129	CLOUD173	100	26.96680805	87.94293565	1	96
CLOUD049	CLOUD120	0.017271008	35.48998063	32.63103562	0.355011222	98.7
CLOUD203	CLOUD243	24.35133625	84.97484141	94.01545899	0.886336683	97.6
CLOUD203	CLOUD249	24.35133625	0	0	0.243513362	98.6
CLOUD049	CLOUD103	0.017271008	85.39038766	98.65354331	0.853929109	82.3
CLOUD179	CLOUD264	98.65510327	36.36300704	100	0.991441482	98.9
CLOUD031	CLOUD196	36.39400064	71.74865513	51.94568399	0.820304498	59.6
CLOUD031	CLOUD193	36.39400064	96.73717693	100	0.979246488	90
CLOUD057	CLOUD089	100	80.21460332	100	1	13.9
CLOUD190	CLOUD249	17.11103228	0	0	0.171110323	98.7
CLOUD171	CLOUD114	0.32239215	84.27757776	100	0.843282656	8
CLOUD215	CLOUD129	17.3356167	100	95.75955207	1	96.1
CLOUD193	CLOUD229	96.73717693	0.294050343	100	0.967467713	97.3
CLOUD188	CLOUD114	1.596485175	84.27757776	100	0.845285839	3.5
CLOUD180	CLOUD196	94.77996018	71.74865513	100	0.985252685	59.6
CLOUD207	CLOUD193	0	96.73717693	87.85520073	0.967371769	97
CLOUD207	CLOUD199	0	100	73.70166869	1	96.9
CLOUD143	CLOUD199	89.25430294	100	100	1	17.3
CLOUD113	CLOUD213	0.202713617	45.94459407	24.16244557	0.460541717	91.6
CLOUD256	CLOUD031	0	36.39400064	29.32675972	0.363940006	97.8
CLOUD103	CLOUD193	85.39038766	96.73717693	100	0.995233142	68.7
CLOUD103	CLOUD196	85.39038766	71.74865513	60.52100512	0.95872588	59.5
CLOUD083	CLOUD243	26.61512503	84.97484141	100	0.889738062	98.2
CLOUD120	CLOUD184	35.48998063	0	93.85810326	0.354899806	89.2
CLOUD120	CLOUD180	35.48998063	94.77996018	100	0.966325513	99
CLOUD025	CLOUD213	2.150875492	45.94459407	61.15052495	0.471072585	99.1
CLOUD169	CLOUD190	52.14382245	17.11103228	56.66617012	0.603325084	99
CLOUD169	CLOUD199	52.14382245	100	100	1	96.9
CLOUD112	CLOUD259	96.94297546	96.22080761	100	0.998844692	97.2
CLOUD112	CLOUD256	96.94297546	0	96.25134017	0.969429755	99.3
CLOUD207	CLOUD165	0	100	99.62065414	1	57.4
CLOUD117	CLOUD203	99.94879672	24.35133625	96.61877171	0.999612654	4
CLOUD129	CLOUD083	100	26.61512503	100	1	96
CLOUD129	CLOUD089	100	80.21460332	100	1	22.1
CLOUD193	CLOUD089	96.73717693	80.21460332	100	0.993544375	20.6
CLOUD193	CLOUD222	96.73717693	0	97.75690554	0.967371769	83.2
CLOUD083	CLOUD169	26.61512503	52.14382245	82.13103557	0.648808039	99
CLOUD083	CLOUD165	26.61512503	100	100	1	54.8
CLOUD083	CLOUD164	26.61512503	36.73976992	68.88857808	0.535765593	97.8
CLOUD104	CLOUD193	98.44403556	96.73717693	100	0.999492316	1.5
CLOUD179	CLOUD193	98.65510327	96.73717693	100	0.999561184	97.1
CLOUD179	CLOUD196	98.65510327	71.74865513	96.48844884	0.996200486	59.6
CLOUD179	CLOUD199	98.65510327	100	100	1	96.9
CLOUD115	CLOUD213	99.78243983	45.94459407	100	0.99882397	95.3
CLOUD184	CLOUD071	0	11.44575694	5.590928914	0.114457569	88.6
CLOUD259	CLOUD169	96.22080761	52.14382245	82.38754651	0.98191423	97.6
CLOUD259	CLOUD166	96.22080761	39.13122131	99.93411569	0.976996517	97.9
CLOUD171	CLOUD193	0.32239215	96.73717693	92.96648638	0.96747696	97.2
CLOUD171	CLOUD196	0.32239215	71.74865513	70.23843279	0.718397353	59.6
CLOUD173	CLOUD222	26.96680805	0	0	0.26966808	92.4
CLOUD049	CLOUD229	0.017271008	0.294050343	2.354453713	0.003112706	99.3
CLOUD049	CLOUD222	0.017271008	0	43.15971275	0.00017271	89.8
CLOUD166	CLOUD213	39.13122131	45.94459407	100	0.670971346	98.1
CLOUD188	CLOUD196	1.596485175	71.74865513	62.43515571	0.721996837	59.6
CLOUD188	CLOUD193	1.596485175	96.73717693	100	0.967892674	97.3
CLOUD188	CLOUD190	1.596485175	17.11103228	48.47084708	0.184343424	98.9
CLOUD180	CLOUD112	94.77996018	96.94297546	100	0.998404221	99.3
CLOUD129	CLOUD234	100	26.35059193	98.03675241	1	96.1
CLOUD129	CLOUD179	100	98.65510327	100	1	96.1
CLOUD057	CLOUD213	100	45.94459407	100	1	4.9
CLOUD180	CLOUD259	94.77996018	96.22080761	96.74126604	0.998027247	97.9
CLOUD088	CLOUD243	0	84.97484141	100	0.849748414	97.9
CLOUD088	CLOUD249	0	0	0	0	98
CLOUD143	CLOUD250	89.25430294	2.964857381	100	0.895728975	4.3
CLOUD143	CLOUD259	89.25430294	96.22080761	92.61708216	0.995938994	16.4
CLOUD083	CLOUD049	26.61512503	0.017271008	4.762130178	0.266277993	99
CLOUD169	CLOUD117	52.14382245	99.94879672	97.08725351	0.999754961	2.9
CLOUD169	CLOUD115	52.14382245	99.78243983	100	0.99895884	94.8
CLOUD169	CLOUD114	52.14382245	84.27757776	100	0.924758497	3.5
CLOUD203	CLOUD259	24.35133625	96.22080761	100	0.971410915	96.7
CLOUD166	CLOUD128	39.13122131	10.62896364	0	0.456009417	93.6
CLOUD103	CLOUD259	85.39038766	96.22080761	96.06327202	0.994478746	80.7
CLOUD103	CLOUD256	85.39038766	0	78.16838468	0.853903877	85.8
CLOUD184	CLOUD180	0	94.77996018	100	0.947799602	92.4
CLOUD259	CLOUD057	96.22080761	100	100	1	16.4
CLOUD112	CLOUD114	96.94297546	84.27757776	100	0.995193617	3.2
CLOUD112	CLOUD117	96.94297546	99.94879672	100	0.999984347	2.4
CLOUD102	CLOUD193	11.69030422	96.73717693	100	0.971186109	57.9
CLOUD089	CLOUD188	80.21460332	1.596485175	48.85109559	0.805304742	22.5
CLOUD089	CLOUD184	80.21460332	0	80.72058675	0.802146033	21.4
CLOUD188	CLOUD234	1.596485175	26.35059193	0	0.275263938	98.5
CLOUD196	CLOUD190	71.74865513	17.11103228	94.15605769	0.765827519	59.6
CLOUD250	CLOUD234	2.964857381	26.35059193	100	0.285341918	98.3
CLOUD232	CLOUD103	50.0790699	85.39038766	98.51184649	0.927067456	89.4
CLOUD071	CLOUD259	11.44575694	96.22080761	100	0.966533648	97.4
CLOUD071	CLOUD256	11.44575694	0	38.35911775	0.114457569	99.4
CLOUD213	CLOUD122	45.94459407	58.96658998	44.20644955	0.778192236	97
CLOUD031	CLOUD229	36.39400064	0.294050343	51.79049796	0.365810343	98.6
CLOUD031	CLOUD222	36.39400064	0	61.16237433	0.363940006	87.5
CLOUD088	CLOUD071	0	11.44575694	14.92588267	0.114457569	98
CLOUD114	CLOUD243	84.27757776	84.97484141	97.71289915	0.976376811	3.5
CLOUD031	CLOUD143	36.39400064	89.25430294	100	0.93165092	52.2
CLOUD059	CLOUD207	1.662962311	0	0	0.016629623	99.5
CLOUD059	CLOUD203	1.662962311	24.35133625	0	0.25609345	98.6
CLOUD122	CLOUD171	58.96658998	0.32239215	81.61397563	0.590988785	97
CLOUD122	CLOUD173	58.96658998	26.96680805	55.09367306	0.700319909	97
CLOUD184	CLOUD250	0	2.964857381	17.4909179	0.029648574	86.7
CLOUD243	CLOUD234	84.97484141	26.35059193	89.7694721	0.889340596	98.1
CLOUD193	CLOUD203	96.73717693	24.35133625	97.48490467	0.975317179	94.9
CLOUD249	CLOUD122	0	58.96658998	78.17587803	0.5896659	97
CLOUD256	CLOUD264	0	36.36300704	100	0.36363007	99.5
CLOUD103	CLOUD143	85.39038766	89.25430294	97.3674159	0.984300953	3.5
CLOUD256	CLOUD190	0	17.11103228	1.836259372	0.171110323	99.3
CLOUD222	CLOUD164	0	36.73976992	44.5187105	0.367397699	90.9
CLOUD165	CLOUD264	100	36.36300704	97.90283803	1	56.9
CLOUD143	CLOUD171	89.25430294	0.32239215	100	0.892889462	8
CLOUD112	CLOUD190	96.94297546	17.11103228	100	0.974660639	99.3
CLOUD112	CLOUD193	96.94297546	96.73717693	96.20216837	0.999002547	94.8
CLOUD112	CLOUD199	96.94297546	100	100	1	96.8
CLOUD089	CLOUD103	80.21460332	85.39038766	99.24848807	0.971094302	20.2
CLOUD089	CLOUD102	80.21460332	11.69030422	46.96856845	0.825275764	31.3
CLOUD102	CLOUD115	11.69030422	99.78243983	100	0.998078733	59.8
CLOUD196	CLOUD113	71.74865513	0.202713617	73.17322956	0.718059245	59.6
CLOUD196	CLOUD112	71.74865513	96.94297546	100	0.991363495	59.6
CLOUD117	CLOUD104	99.94879672	98.44403556	92.20542617	0.999992033	2.4
CLOUD071	CLOUD122	11.44575694	58.96658998	96.9831406	0.636631744	97
CLOUD071	CLOUD128	11.44575694	10.62896364	20.49441671	0.208581552	91.7
CLOUD071	CLOUD129	11.44575694	100	79.77568345	1	95.8
CLOUD256	CLOUD059	0	1.662962311	5.599497728	0.016629623	99.5
CLOUD203	CLOUD171	24.35133625	0.32239215	85.58061606	0.245952216	97.7
CLOUD199	CLOUD180	100	94.77996018	97.91438703	1	96.9
CLOUD199	CLOUD188	100	1.596485175	97.12234775	1	96.9
CLOUD129	CLOUD122	100	58.96658998	100	1	96.1
CLOUD179	CLOUD259	98.65510327	96.22080761	100	0.999491738	97.9
CLOUD179	CLOUD256	98.65510327	0	98.31964505	0.986551033	98.9
CLOUD190	CLOUD215	17.11103228	17.3356167	0	0.31480346	98.3
CLOUD164	CLOUD165	36.73976992	100	100	1	58.1
CLOUD215	CLOUD112	17.3356167	96.94297546	100	0.974729295	98.3
CLOUD215	CLOUD117	17.3356167	99.94879672	99.70589714	0.999576731	2.9
CLOUD122	CLOUD243	58.96658998	84.97484141	100	0.938346651	97
CLOUD025	CLOUD059	2.150875492	1.662962311	0	0.037780696	99.1
CLOUD025	CLOUD053	2.150875492	99.99187369	100	0.999920485	1.9
CLOUD025	CLOUD057	2.150875492	100	100	1	4.9
CLOUD188	CLOUD166	1.596485175	39.13122131	36.43026114	0.401029823	98.1
CLOUD190	CLOUD059	17.11103228	1.662962311	10.97028641	0.184894446	99.3
CLOUD190	CLOUD053	17.11103228	99.99187369	100	0.999932642	1.9
CLOUD113	CLOUD249	0.202713617	0	0	0.002027136	91.9
CLOUD112	CLOUD025	96.94297546	2.150875492	31.60415817	0.970087282	99.1
CLOUD164	CLOUD088	36.73976992	0	74.99314148	0.367397699	97.3
CLOUD049	CLOUD169	0.017271008	52.14382245	100	0.521520877	99
CLOUD025	CLOUD249	2.150875492	0	3.033939489	0.021508755	98.7
CLOUD025	CLOUD243	2.150875492	84.97484141	100	0.852980139	98.3
CLOUD128	CLOUD143	10.62896364	89.25430294	100	0.903964592	32.9
CLOUD115	CLOUD053	99.78243983	99.99187369	100	0.999999823	1.9
CLOUD169	CLOUD264	52.14382245	36.36300704	100	0.695457677	99
CLOUD249	CLOUD207	0	0	0	0	98.7
CLOUD213	CLOUD053	45.94459407	99.99187369	100	0.999956073	1.9
