name	drugA	drugB	concA	concB	zip
156	172	181	0.1007	0.22	0.0577102482670638
156	172	181	0.1007	0.67	0.236992843910122
156	172	181	0.1007	2	0.0237661465497459
156	172	181	0.551	0	0
156	172	181	0.551	0.22	0.0585801902362186
156	172	181	0.551	0.67	0.403192868538299
156	172	181	0.551	2	0.0871941633165974
156	172	181	8.616	0	0
156	172	181	8.616	0.22	0.130296259419998
156	172	181	8.616	0.67	0.330471116354984
156	172	181	8.616	2	0.0358964066338939
156	172	183	0	0	0
156	172	183	0	0.001	0
156	172	183	0	0.004	0
156	172	183	0	0.01	0
156	172	183	0.1007	0	0
156	172	183	0.1007	0.001	0.110402357865187
156	172	183	0.1007	0.004	0.467775155603831
156	172	183	0.1007	0.01	0.55536733157604
156	172	183	0.551	0	0
156	172	183	0.551	0.001	0.0391279365772751
156	172	183	0.551	0.004	0.406760342415368
156	172	183	0.551	0.01	0.538334088036716
156	172	183	8.616	0	0
156	172	183	8.616	0.001	0.0430921553852977
156	172	183	8.616	0.004	0.355707726311617
156	172	183	8.616	0.01	0.668302743232468
156	172	174	0	0	0
156	172	174	0	0.13	0
156	172	174	0	0.5	0
156	172	174	0	1.13	0
156	172	174	0.1007	0	0
156	172	174	0.1007	0.13	-2.88142570150722e-15
156	172	174	0.1007	0.5	-1.75614274964463e-06
156	172	174	0.1007	1.13	-0.210892255740679
156	172	174	0.551	0	0
156	172	174	0.551	0.13	0.085329003003221
156	172	174	0.551	0.5	0.110240940844345
156	172	174	0.551	1.13	-0.0473231706507588
156	172	174	8.616	0	0
156	172	174	8.616	0.13	0.126825058039846
156	172	174	8.616	0.5	0.168927667660996
156	172	174	8.616	1.13	0.0414961218912725
156	172	180	0	0	0
156	172	180	0	1	0
156	172	180	0	2.5	0
156	172	180	0	5	0
156	172	180	0.1007	0	0
156	172	180	0.1007	1	0.216840625010177
156	172	180	0.1007	2.5	-0.0356557851560252
156	172	180	0.1007	5	0.00109424890428556
156	172	180	0.551	0	0
156	172	180	0.551	1	0.35368496062016
156	172	180	0.551	2.5	-0.0505340507578029
156	172	180	0.551	5	-0.0314623705681096
156	172	180	8.616	0	0
156	172	180	8.616	1	0.294307005204574
156	172	180	8.616	2.5	-0.0215381978472064
156	172	180	8.616	5	-0.00289269576687545
156	172	178	0	0	NA
156	172	178	0	0.3089	NA
156	172	178	0	1.6151	NA
156	172	178	0	7.4095	NA
156	172	178	0.1007	0	NA
156	172	178	0.1007	0.3089	NA
156	172	178	0.1007	1.6151	NA
156	172	178	0.1007	7.4095	NA
156	172	178	0.551	0	NA
156	172	178	0.551	0.3089	NA
156	172	178	0.551	1.6151	NA
156	172	178	0.551	7.4095	NA
156	172	178	8.616	0	NA
156	172	178	8.616	0.3089	NA
156	172	178	8.616	1.6151	NA
156	172	178	8.616	7.4095	NA
156	172	182	0	0	0
156	172	182	0	0.25	0
156	172	182	0	1	0
156	172	182	0	4	0
156	172	182	0.1007	0	0
156	172	182	0.1007	0.25	-0.130914064286615
156	172	182	0.1007	1	0.175163356023649
156	172	182	0.1007	4	0.506451103464913
156	172	182	0.551	0	0
156	172	182	0.551	0.25	-0.156405309035216
156	172	182	0.551	1	0.147008475830005
156	172	182	0.551	4	0.469668928060699
156	172	182	8.616	0	0
156	172	182	8.616	0.25	-0.0795027438842782
156	172	182	8.616	1	0.227634744029531
156	172	182	8.616	4	0.601267069153121
156	172	77	0	0	0
156	172	77	0	0.0184	0
156	172	77	0	0.0504	0
156	172	77	0	1	0
156	172	77	0.1007	0	0
156	172	77	0.1007	0.0184	0.0730659240938284
