name	drugA	drugB	concA	concB	zip
47	2008	131	10	30	-0.00255874116741978
47	2008	131	30	0	0
47	2008	131	30	0.03	-0.00692547166538432
47	2008	131	30	0.1	-0.00692547166538432
47	2008	131	30	0.3	-0.00692547166538432
47	2008	131	30	1	-0.00692547166538432
47	2008	131	30	3	-0.00692547166538432
47	2008	131	30	10	-0.00692547166538432
47	2008	131	30	30	-0.00692547166538432
47	2008	131	100	0	0
47	2008	131	100	0.03	-0.0202597105129614
47	2008	131	100	0.1	-0.0202597105129614
47	2008	131	100	0.3	-0.0202597105129614
47	2008	131	100	1	-0.0202597105129614
47	2008	131	100	3	-0.0202597105129614
47	2008	131	100	10	-0.0202597105129614
47	2008	131	100	30	-0.0202597105129614
47	2008	131	300	0	0
47	2008	131	300	0.03	-0.0516954612305082
47	2008	131	300	0.1	-0.0516954612305082
47	2008	131	300	0.3	-0.0516954612305082
47	2008	131	300	1	-0.0516954612305082
47	2008	131	300	3	-0.0516954612305082
47	2008	131	300	10	-0.0516954612305082
47	2008	131	300	30	-0.0516954612305082
47	2008	131	1000	0	0
47	2008	131	1000	0.03	-0.128725514749811
47	2008	131	1000	0.1	-0.128725514749811
47	2008	131	1000	0.3	-0.128725514749811
47	2008	131	1000	1	-0.128725514749811
47	2008	131	1000	3	-0.128725514749811
47	2008	131	1000	10	-0.128725514749811
47	2008	131	1000	30	-0.128725514749811
47	128	131	0	0	0
47	128	131	0	0.03	0
47	128	131	0	0.1	0
47	128	131	0	0.3	0
47	128	131	0	1	0
47	128	131	0	3	0
47	128	131	0	10	0
47	128	131	0	30	0
47	128	131	1	0	0
47	128	131	1	0.03	-1.816786721065e-11
47	128	131	1	0.1	-8.07593494300818e-10
47	128	131	1	0.3	-3.74821060233899e-08
47	128	131	1	1	-1.53542366433612e-06
47	128	131	1	3	-8.32222715295927e-05
47	128	131	1	10	-0.00407416462288879
47	128	131	1	30	-0.059863853760699
47	128	131	3	0	0
47	128	131	3	0.03	-1.82163262252288e-11
47	128	131	3	0.1	-8.11072879969288e-10
47	128	131	3	0.3	-3.75331129021106e-08
47	128	131	3	1	-1.53519088058829e-06
47	128	131	3	3	-8.26529584595903e-05
47	128	131	3	10	-0.00407416462256904
47	128	131	3	30	-0.0598930299179071
47	128	131	10	0	0
47	128	131	10	0.03	-1.83868564818113e-11
47	128	131	10	0.1	-8.23303878405568e-10
47	128	131	10	0.3	-3.77115723892985e-08
47	128	131	10	1	-1.53437613732876e-06
47	128	131	10	3	-8.04781641956254e-05
47	128	131	10	10	-0.00407416462140034
47	128	131	10	30	-0.0599950973650635
47	128	131	30	0	0
47	128	131	30	0.03	-1.887741518658e-11
47	128	131	30	0.1	-8.58684785498554e-10
47	128	131	30	0.3	-3.82208379789972e-08
47	128	131	30	1	-1.53204830297682e-06
47	128	131	30	3	-7.25829806974332e-05
47	128	131	30	10	-0.00407416461759638
47	128	131	30	30	-0.0602862917207499
47	128	131	100	0	0
47	128	131	100	0.03	-2.06387085199822e-11
47	128	131	100	0.1	-9.86766508503933e-10
47	128	131	100	0.3	-3.99934221206877e-08
47	128	131	100	1	-1.52390106066491e-06
47	128	131	100	3	-3.16579584558951e-05
47	128	131	100	10	-0.00407416459676952
47	128	131	100	30	-0.0613002582905644
47	128	131	300	0	0
47	128	131	300	0.03	-2.59282728620747e-11
47	128	131	300	0.1	-1.36407635409341e-09
47	128	131	300	0.3	-4.49095801968724e-08
47	128	131	300	1	-1.50062824644692e-06
47	128	131	300	3	-2.31482647308212e-07
47	128	131	300	10	-0.00407416435048305
47	128	131	300	30	-0.0641468720017102
47	128	131	1000	0	0
47	128	131	1000	0.03	-9.53932844538485e-08
47	128	131	1000	0.1	-9.95612079179864e-08
47	128	131	1000	0.3	-1.62165353856381e-07
47	128	131	1000	1	-1.54719762861077e-06
47	128	131	1000	3	-2.27657004074899e-07
47	128	131	1000	10	-0.00407490307518955
47	128	131	1000	30	-0.0733325384984823
47	1546	131	0	0	0
47	1546	131	0	0.03	0
47	1546	131	0	0.1	0
47	1546	131	0	0.3	0
47	1546	131	0	1	0
47	1546	131	0	3	0
47	1546	131	0	10	0
47	1546	131	0	30	0
47	1546	131	1	0	0
47	1546	131	1	0.03	-6.39082600173424e-10
47	1546	131	1	0.1	-5.6825456340448e-10
47	1546	131	1	0.3	-5.11517299628395e-10
47	1546	131	1	1	9.67642677096592e-11
47	1546	131	1	3	-1.30512366567359e-06
47	1546	131	1	10	-0.0108024328707813
47	1546	131	1	30	-0.132790980457691
47	1546	131	3	0	0
47	1546	131	3	0.03	-1.37491269924794e-08
47	1546	131	3	0.1	-1.18034570562031e-08
47	1546	131	3	0.3	-9.12431744382047e-09
47	1546	131	3	1	-5.13515331590497e-09
47	1546	131	3	3	-1.56885219155356e-06
47	1546	131	3	10	-0.0124504981222017
47	1546	131	3	30	-0.132791041213855
47	1546	131	10	0	0
47	1546	131	10	0.03	5.48629216723384e-08
47	1546	131	10	0.1	1.03190601095093e-07
47	1546	131	10	0.3	1.81206932694522e-07
47	1546	131	10	1	3.31561493709387e-07
47	1546	131	10	3	-2.36270181630971e-06
47	1546	131	10	10	-0.0198715590904828
47	1546	131	10	30	-0.132792322916228
47	1546	131	30	0	0
47	1546	131	30	0.03	8.22163026583667e-07
47	1546	131	30	0.1	1.58751180549643e-06
47	1546	131	30	0.3	2.81503596625043e-06
47	1546	131	30	1	5.09888978143636e-06
47	1546	131	30	3	-1.02251290763888e-05
47	1546	131	30	10	-0.0520474408674983
47	1546	131	30	30	-0.132812418212135
47	1546	131	100	0	0
47	1546	131	100	0.03	1.8162568120772e-05
47	1546	131	100	0.1	3.3482267011351e-05
47	1546	131	100	0.3	5.81446728415358e-05
47	1546	131	100	1	0.000102585821662728
47	1546	131	100	3	-0.00849396154547193
47	1546	131	100	10	-0.0853055628568414
47	1546	131	100	30	-0.133235184289343
47	1546	131	300	0	0
47	1546	131	300	0.03	-0.019324029183751
47	1546	131	300	0.1	-0.0233001891189561
47	1546	131	300	0.3	-0.0297310240938427
47	1546	131	300	1	-0.0420630249255561
47	1546	131	300	3	-0.061063572710754
47	1546	131	300	10	-0.0945368795713151
47	1546	131	300	30	-0.139666856769322
47	1546	131	1000	0	0
47	1546	131	1000	0.03	-0.193849705904877
47	1546	131	1000	0.1	-0.194817362033098
47	1546	131	1000	0.3	-0.196382900605937
47	1546	131	1000	1	-0.199384211863757
47	1546	131	1000	3	-0.204009305240799
47	1546	131	1000	10	-0.212157339438138
47	1546	131	1000	30	-0.223142828493247
47	123	131	0	0	NA
47	123	131	0	0.03	NA
47	123	131	0	0.1	NA
47	123	131	0	0.3	NA
47	123	131	0	1	NA
47	123	131	0	3	NA
47	123	131	0	10	NA
47	123	131	0	30	NA
47	123	131	1	0	NA
47	123	131	1	0.03	NA
47	123	131	1	0.1	NA
47	123	131	1	0.3	NA
47	123	131	1	1	NA
47	123	131	1	3	NA
47	123	131	1	10	NA
47	123	131	1	30	NA
47	123	131	3	0	NA
47	123	131	3	0.03	NA
47	123	131	3	0.1	NA
47	123	131	3	0.3	NA
47	123	131	3	1	NA
47	123	131	3	3	NA
47	123	131	3	10	NA
47	123	131	3	30	NA
47	123	131	10	0	NA
47	123	131	10	0.03	NA
47	123	131	10	0.1	NA
47	123	131	10	0.3	NA
47	123	131	10	1	NA
47	123	131	10	3	NA
47	123	131	10	10	NA
47	123	131	10	30	NA
47	123	131	30	0	NA
47	123	131	30	0.03	NA
47	123	131	30	0.1	NA
47	123	131	30	0.3	NA
47	123	131	30	1	NA
47	123	131	30	3	NA
47	123	131	30	10	NA
47	123	131	30	30	NA
47	123	131	100	0	NA
47	123	131	100	0.03	NA
47	123	131	100	0.1	NA
47	123	131	100	0.3	NA
47	123	131	100	1	NA
47	123	131	100	3	NA
47	123	131	100	10	NA
47	123	131	100	30	NA
47	123	131	300	0	NA
47	123	131	300	0.03	NA
47	123	131	300	0.1	NA
47	123	131	300	0.3	NA
47	123	131	300	1	NA
47	123	131	300	3	NA
47	123	131	300	10	NA
47	123	131	300	30	NA
47	123	131	1000	0	NA
47	123	131	1000	0.03	NA
47	123	131	1000	0.1	NA
47	123	131	1000	0.3	NA
47	123	131	1000	1	NA
47	123	131	1000	3	NA
47	123	131	1000	10	NA
47	123	131	1000	30	NA
47	163	131	0	0	NA
47	163	131	0	0.03	NA
47	163	131	0	0.1	NA
47	163	131	0	0.3	NA
47	163	131	0	1	NA
47	163	131	0	3	NA
47	163	131	0	10	NA
47	163	131	0	30	NA
47	163	131	1	0	NA
47	163	131	1	0.03	NA
47	163	131	1	0.1	NA
47	163	131	1	0.3	NA
47	163	131	1	1	NA
47	163	131	1	3	NA
47	163	131	1	10	NA
47	163	131	1	30	NA
47	163	131	3	0	NA
47	163	131	3	0.03	NA
47	163	131	3	0.1	NA
47	163	131	3	0.3	NA
47	163	131	3	1	NA
47	163	131	3	3	NA
47	163	131	3	10	NA
47	163	131	3	30	NA
47	163	131	10	0	NA
47	163	131	10	0.03	NA
47	163	131	10	0.1	NA
47	163	131	10	0.3	NA
47	163	131	10	1	NA
47	163	131	10	3	NA
47	163	131	10	10	NA
47	163	131	10	30	NA
47	163	131	30	0	NA
47	163	131	30	0.03	NA
47	163	131	30	0.1	NA
47	163	131	30	0.3	NA
47	163	131	30	1	NA
47	163	131	30	3	NA
47	163	131	30	10	NA
47	163	131	30	30	NA
47	163	131	100	0	NA
47	163	131	100	0.03	NA
47	163	131	100	0.1	NA
47	163	131	100	0.3	NA
47	163	131	100	1	NA
47	163	131	100	3	NA
47	163	131	100	10	NA
47	163	131	100	30	NA
47	163	131	300	0	NA
47	163	131	300	0.03	NA
47	163	131	300	0.1	NA
47	163	131	300	0.3	NA
47	163	131	300	1	NA
47	163	131	300	3	NA
47	163	131	300	10	NA
47	163	131	300	30	NA
47	163	131	1000	0	NA
47	163	131	1000	0.03	NA
47	163	131	1000	0.1	NA
47	163	131	1000	0.3	NA
47	163	131	1000	1	NA
47	163	131	1000	3	NA
47	163	131	1000	10	NA
47	163	131	1000	30	NA
47	2014	131	0	0	0
47	2014	131	0	0.03	0
47	2014	131	0	0.1	0
47	2014	131	0	0.3	0
47	2014	131	0	1	0
47	2014	131	0	3	0
47	2014	131	0	10	0
47	2014	131	0	30	0
47	2014	131	1	0	0
47	2014	131	1	0.03	-1.76805109219913e-08
47	2014	131	1	0.1	-3.60189388388221e-06
47	2014	131	1	0.3	-5.55851076981639e-06
47	2014	131	1	1	1.60962590751978e-05
47	2014	131	1	3	-0.00640102598677032
47	2014	131	1	10	-0.0284695743740494
47	2014	131	1	30	-0.0844182607021887
47	2014	131	3	0	0
47	2014	131	3	0.03	2.27886756363205e-07
47	2014	131	3	0.1	-3.35917409117315e-06
47	2014	131	3	0.3	-8.7569304574231e-06
47	2014	131	3	1	3.08996803239836e-05
47	2014	131	3	3	-0.0106465726739813
47	2014	131	3	10	-0.0308535374291093
47	2014	131	3	30	-0.0861995943511955
47	2014	131	10	0	0
47	2014	131	10	0.03	-0.0112815891473456
47	2014	131	10	0.1	-0.011288041275666
47	2014	131	10	0.3	-0.0113649501613185
47	2014	131	10	1	-0.011216705424805
47	2014	131	10	3	-0.0174712332220396
47	2014	131	10	10	-0.0357998257273053
47	2014	131	10	30	-0.0898966835955102
47	2014	131	30	0	0
47	2014	131	30	0.03	-0.0106582875706235
47	2014	131	30	0.1	-0.0110219240903855
47	2014	131	30	0.3	-0.012300336921292
47	2014	131	30	1	-0.014806413772652
47	2014	131	30	3	-0.0253283175815287
47	2014	131	30	10	-0.0441729015311863
47	2014	131	30	30	-0.0961568681164118
47	2014	131	100	0	0
47	2014	131	100	0.03	-0.0131494970775564
47	2014	131	100	0.1	-0.0148284934050845
47	2014	131	100	0.3	-0.0199155703669766
47	2014	131	100	1	-0.0348965053641066
47	2014	131	100	3	-0.0446089890080739
47	2014	131	100	10	-0.060839497423226
47	2014	131	100	30	-0.108612515615594
47	2014	131	300	0	0
47	2014	131	300	0.03	-0.0683993623890378
47	2014	131	300	0.1	-0.0684660200755209
47	2014	131	300	0.3	-0.068696309330961
47	2014	131	300	1	-0.0696841013314335
47	2014	131	300	3	-0.0730873363985526
47	2014	131	300	10	-0.0870321061795251
47	2014	131	300	30	-0.128190107189661
47	2014	131	1000	0	0
47	2014	131	1000	0.03	-0.119285988947114
47	2014	131	1000	0.1	-0.119333557650266
47	2014	131	1000	0.3	-0.119499317678949
47	2014	131	1000	1	-0.120210321021375
47	2014	131	1000	3	-0.122659937445135
47	2014	131	1000	10	-0.132697250885978
47	2014	131	1000	30	-0.162322390865054
47	217	131	0	0	NA
47	217	131	0	0.03	NA
47	217	131	0	0.1	NA
47	217	131	0	0.3	NA
47	217	131	0	1	NA
47	217	131	0	3	NA
47	217	131	0	10	NA
47	217	131	0	30	NA
47	217	131	1	0	NA
47	217	131	1	0.03	NA
47	217	131	1	0.1	NA
47	217	131	1	0.3	NA
47	217	131	1	1	NA
47	217	131	1	3	NA
47	217	131	1	10	NA
47	217	131	1	30	NA
47	217	131	3	0	NA
47	217	131	3	0.03	NA
47	217	131	3	0.1	NA
47	217	131	3	0.3	NA
47	217	131	3	1	NA
47	217	131	3	3	NA
47	217	131	3	10	NA
47	217	131	3	30	NA
47	217	131	10	0	NA
47	217	131	10	0.03	NA
47	217	131	10	0.1	NA
47	217	131	10	0.3	NA
47	217	131	10	1	NA
47	217	131	10	3	NA
47	217	131	10	10	NA
47	217	131	10	30	NA
47	217	131	30	0	NA
47	217	131	30	0.03	NA
47	217	131	30	0.1	NA
47	217	131	30	0.3	NA
47	217	131	30	1	NA
47	217	131	30	3	NA
47	217	131	30	10	NA
47	217	131	30	30	NA
47	217	131	100	0	NA
47	217	131	100	0.03	NA
47	217	131	100	0.1	NA
47	217	131	100	0.3	NA
47	217	131	100	1	NA
47	217	131	100	3	NA
47	217	131	100	10	NA
47	217	131	100	30	NA
47	217	131	300	0	NA
47	217	131	300	0.03	NA
47	217	131	300	0.1	NA
47	217	131	300	0.3	NA
47	217	131	300	1	NA
47	217	131	300	3	NA
47	217	131	300	10	NA
47	217	131	300	30	NA
47	217	131	1000	0	NA
47	217	131	1000	0.03	NA
47	217	131	1000	0.1	NA
47	217	131	1000	0.3	NA
47	217	131	1000	1	NA
47	217	131	1000	3	NA
47	217	131	1000	10	NA
47	217	131	1000	30	NA
47	1125	131	0	0	NA
47	1125	131	0	0.03	NA
47	1125	131	0	0.1	NA
47	1125	131	0	0.3	NA
47	1125	131	0	1	NA
47	1125	131	0	3	NA
47	1125	131	0	10	NA
47	1125	131	0	30	NA
47	1125	131	1	0	NA
47	1125	131	1	0.03	NA
47	1125	131	1	0.1	NA
47	1125	131	1	0.3	NA
47	1125	131	1	1	NA
47	1125	131	1	3	NA
47	1125	131	1	10	NA
47	1125	131	1	30	NA
47	1125	131	3	0	NA
47	1125	131	3	0.03	NA
47	1125	131	3	0.1	NA
47	1125	131	3	0.3	NA
47	1125	131	3	1	NA
47	1125	131	3	3	NA
47	1125	131	3	10	NA
47	1125	131	3	30	NA
47	1125	131	10	0	NA
47	1125	131	10	0.03	NA
47	1125	131	10	0.1	NA
47	1125	131	10	0.3	NA
47	1125	131	10	1	NA
47	1125	131	10	3	NA
47	1125	131	10	10	NA
47	1125	131	10	30	NA
47	1125	131	30	0	NA
47	1125	131	30	0.03	NA
47	1125	131	30	0.1	NA
47	1125	131	30	0.3	NA
47	1125	131	30	1	NA
47	1125	131	30	3	NA
47	1125	131	30	10	NA
47	1125	131	30	30	NA
47	1125	131	100	0	NA
47	1125	131	100	0.03	NA
47	1125	131	100	0.1	NA
47	1125	131	100	0.3	NA
47	1125	131	100	1	NA
47	1125	131	100	3	NA
47	1125	131	100	10	NA
47	1125	131	100	30	NA
47	1125	131	300	0	NA
47	1125	131	300	0.03	NA
47	1125	131	300	0.1	NA
47	1125	131	300	0.3	NA
47	1125	131	300	1	NA
47	1125	131	300	3	NA
47	1125	131	300	10	NA
47	1125	131	300	30	NA
47	1125	131	1000	0	NA
47	1125	131	1000	0.03	NA
47	1125	131	1000	0.1	NA
47	1125	131	1000	0.3	NA
47	1125	131	1000	1	NA
47	1125	131	1000	3	NA
47	1125	131	1000	10	NA
47	1125	131	1000	30	NA
187	37	332	0	0	0
187	37	332	0	0.3	0
187	37	332	0	1	0
187	37	332	0	3	0
187	37	332	0	10	0
187	37	332	0	30	0
187	37	332	0	100	0
187	37	332	0	300	0
187	37	332	0.1	0	0
187	37	332	0.1	0.3	-0.0535551743296243
187	37	332	0.1	1	-0.0697577556473871
187	37	332	0.1	3	-0.0921197413583835
187	37	332	0.1	10	-0.127251015177248
187	37	332	0.1	30	-0.169740221066001
187	37	332	0.1	100	-0.225429462019058
187	37	332	0.1	300	-0.279356929658449
187	37	332	0.3	0	0
187	37	332	0.3	0.3	-0.0641074733289884
187	37	332	0.3	1	-0.0794397111187753
187	37	332	0.3	3	-0.100600492579995
187	37	332	0.3	10	-0.133844642600612
187	37	332	0.3	30	-0.174051483437225
187	37	332	0.3	100	-0.226749301635426
187	37	332	0.3	300	-0.277779982551789
187	37	332	1	0	0
187	37	332	1	0.3	-0.080185984015896
187	37	332	1	1	-0.0941920816236538
187	37	332	1	3	-0.113522591276961
187	37	332	1	10	-0.143891335648111
187	37	332	1	30	-0.180620542759177
187	37	332	1	100	-0.228760337844506
187	37	332	1	300	-0.275377192324877
187	37	332	3	0	0
187	37	332	3	0.3	-0.100006176791509
