name	drugA	drugB	concA	concB	hsa
201	164	2015	1e-09	1.4e-05	-0.0651776219999999
201	164	2015	2.5e-09	0	-0.101139289
201	164	2015	2.5e-09	1e-07	-0.0255357309999999
201	164	2015	2.5e-09	2.5e-07	-0.372019293
201	164	2015	2.5e-09	5e-07	-0.397991095
201	164	2015	2.5e-09	1e-06	0
201	164	2015	2.5e-09	2e-06	-0.0419123909999999
201	164	2015	2.5e-09	4e-06	-0.129963541
201	164	2015	2.5e-09	6e-06	-0.148803435
201	164	2015	2.5e-09	1e-05	-0.291957656
201	164	2015	2.5e-09	1.4e-05	-0.418947603
201	164	2015	5e-09	0	0
201	164	2015	5e-09	1e-07	-0.17134958
201	164	2015	5e-09	2.5e-07	-0.187256049
201	164	2015	5e-09	5e-07	-0.383227696
201	164	2015	5e-09	1e-06	-0.35270216
201	164	2015	5e-09	2e-06	-0.383577236
201	164	2015	5e-09	4e-06	0
201	164	2015	5e-09	6e-06	-0.240125734
201	164	2015	5e-09	1e-05	-0.273740133
201	164	2015	5e-09	1.4e-05	-0.437205321
201	164	2015	7.5e-09	0	-0.316508896
201	164	2015	7.5e-09	1e-07	-0.327941575
201	164	2015	7.5e-09	2.5e-07	0
201	164	2015	7.5e-09	5e-07	-0.293311267
201	164	2015	7.5e-09	1e-06	-0.372689904
201	164	2015	7.5e-09	2e-06	-0.459779133
201	164	2015	7.5e-09	4e-06	-0.284951708
201	164	2015	7.5e-09	6e-06	-0.284448666
201	164	2015	7.5e-09	1e-05	0
201	164	2015	7.5e-09	1.4e-05	-0.392090172
201	164	2015	1e-08	0	-0.484965553
201	164	2015	1e-08	1e-07	-0.513358058
201	164	2015	1e-08	2.5e-07	-0.17794744
201	164	2015	1e-08	5e-07	-0.208847887
201	164	2015	1e-08	1e-06	0
201	164	2015	1e-08	2e-06	-0.515654543
201	164	2015	1e-08	4e-06	-0.638376064
201	164	2015	1e-08	6e-06	-0.562248528
201	164	2015	1e-08	1e-05	-0.18065921
201	164	2015	1e-08	1.4e-05	-0.145209137
202	164	2015	0	0	0
202	164	2015	0	1e-07	0
202	164	2015	0	2.5e-07	0
202	164	2015	0	5e-07	0
202	164	2015	0	1e-06	0
202	164	2015	0	2e-06	0
202	164	2015	0	4e-06	0
202	164	2015	0	6e-06	0.034885998
202	164	2015	0	1e-05	-0.070807106
202	164	2015	0	1.4e-05	0.0389704860000002
202	164	2015	1e-09	0	0.0140998740000001
202	164	2015	1e-09	1e-07	-0.0789760799999999
202	164	2015	1e-09	2.5e-07	0
202	164	2015	1e-09	5e-07	0.037571688
202	164	2015	1e-09	1e-06	-0.129528606
202	164	2015	1e-09	2e-06	-0.00928801199999995
202	164	2015	1e-09	4e-06	-0.0276682049999999
202	164	2015	1e-09	6e-06	0.0254021540000001
202	164	2015	1e-09	1e-05	0
202	164	2015	1e-09	1.4e-05	0.026856903
202	164	2015	2.5e-09	0	-0.0285354600000001
202	164	2015	2.5e-09	1e-07	-0.0231361030000001
202	164	2015	2.5e-09	2.5e-07	-0.055112603
202	164	2015	2.5e-09	5e-07	-0.137977339
202	164	2015	2.5e-09	1e-06	0
202	164	2015	2.5e-09	2e-06	0.00153867700000006
202	164	2015	2.5e-09	4e-06	-0.167072318
202	164	2015	2.5e-09	6e-06	-0.0366764579999999
202	164	2015	2.5e-09	1e-05	-0.00125891700000011
202	164	2015	2.5e-09	1.4e-05	-0.125556022
202	164	2015	5e-09	0	0
202	164	2015	5e-09	1e-07	-0.172135963
202	164	2015	5e-09	2.5e-07	-0.181144216
202	164	2015	5e-09	5e-07	-0.202126171
202	164	2015	5e-09	1e-06	-0.18690726
202	164	2015	5e-09	2e-06	-0.186207861
202	164	2015	5e-09	4e-06	0
202	164	2015	5e-09	6e-06	-0.216648236
202	164	2015	5e-09	1e-05	-0.331766681
202	164	2015	5e-09	1.4e-05	-0.264105045
202	164	2015	7.5e-09	0	-0.282808784
202	164	2015	7.5e-09	1e-07	-0.309249604
202	164	2015	7.5e-09	2.5e-07	0
202	164	2015	7.5e-09	5e-07	-0.323092806
202	164	2015	7.5e-09	1e-06	-0.451699539
202	164	2015	7.5e-09	2e-06	-0.339148589
202	164	2015	7.5e-09	4e-06	-0.321331655
202	164	2015	7.5e-09	6e-06	-0.371536482
