156	106	106	0	0	0
156	106	106	0	0.7687	0
156	106	106	0	2.08	0
156	106	106	0.4261	0	0
156	106	106	0.4261	0.7687	-0.89110309102054
156	106	106	0.4261	2.08	-0.673982863474748
156	106	106	0.7687	0	0
156	106	106	0.7687	0.7687	-0.791829570250372
156	106	106	0.7687	2.08	-0.573815155461108
156	106	184	0	0	0
156	106	184	0	0.0013	0
156	106	184	0	0.0021	0
156	106	184	0	0.0042	0
156	106	184	0.4261	0	0
156	106	184	0.4261	0.0013	-0.899756942986022
156	106	184	0.4261	0.0021	-0.843299052005575
156	106	184	0.4261	0.0042	-0.696729664547683
156	106	184	0.7687	0	0
156	106	184	0.7687	0.0013	-0.800643946534296
156	106	184	0.7687	0.0021	-0.743953938183567
156	106	184	0.7687	0.0042	-0.596781712078723
156	106	184	2.08	0	0
156	106	184	2.08	0.0013	-0.582707393678404
156	106	184	2.08	0.0021	-0.525506860777926
156	106	184	2.08	0.0042	-0.377009218212338
156	110	106	0	0	0
156	110	106	0	0.4261	0
156	110	106	0	0.7687	0
156	110	106	0	2.08	0
156	110	106	0.03	0	0
156	110	106	0.03	0.4261	-0.514168038334357
156	110	106	0.03	0.7687	-0.413469295519588
156	110	106	0.03	2.08	-0.192045911736542
156	110	106	0.09	0	0
156	110	106	0.09	0.4261	-0.506230015202885
156	110	106	0.09	0.7687	-0.405498627021969
156	110	106	0.09	2.08	-0.184003460344926
156	110	131	0	0	0
156	110	131	0	0.0017	0
156	110	131	0	0.0083	0
156	110	131	0	0.0239	0
156	110	131	0.03	0	0
156	110	131	0.03	0.0017	-0.373640745192652
156	110	131	0.03	0.0083	-0.272448186543038
156	110	131	0.03	0.0239	-0.22297876136089
156	110	131	0.09	0	0
156	110	131	0.09	0.0017	-0.365657164740243
156	110	131	0.09	0.0083	-0.26443180063515
156	110	131	0.09	0.0239	-0.214946338038314
156	110	140	0	0	NA
156	110	140	0	0.154	NA
156	110	140	0	0.6	NA
156	110	140	0	1.1616	NA
156	110	140	0.09	0	NA
156	110	140	0.09	0.154	NA
156	110	140	0.09	0.6	NA
156	110	140	0.09	1.1616	NA
156	110	168	0	0	NA
156	110	168	0	0.3	NA
156	110	168	0	0.87	NA
156	110	168	0	2.63	NA
156	110	168	0.09	0	NA
156	110	168	0.09	0.3	NA
156	110	168	0.09	0.87	NA
156	110	168	0.09	2.63	NA
156	110	169	0	0	NA
156	110	169	0	0.1165	NA
156	110	169	0	1	NA
156	110	169	0	2.6008	NA
156	110	169	0.09	0	NA
156	110	169	0.09	0.1165	NA
156	110	169	0.09	1	NA
156	110	169	0.09	2.6008	NA
156	110	170	0	0	NA
156	110	170	0	0.0804	NA
156	110	170	0	0.1381	NA
156	110	170	0	0.2181	NA
156	110	170	0.09	0	NA
156	110	170	0.09	0.0804	NA
156	110	170	0.09	0.1381	NA
156	110	170	0.09	0.2181	NA
156	110	171	0	0	NA
156	110	171	0	0.2066	NA
156	110	171	0	0.5699	NA
156	110	171	0	1.4244	NA
156	110	171	0.09	0	NA
156	110	171	0.09	0.2066	NA
156	110	171	0.09	0.5699	NA
156	110	171	0.09	1.4244	NA
156	110	172	0	0	0
156	110	172	0	0.1007	0
156	110	172	0	0.551	0
156	110	172	0	8.616	0
156	110	172	0.03	0	0
156	110	172	0.03	0.1007	-0.514328407887105
156	110	172	0.03	0.551	-0.514267001023359
156	110	172	0.03	8.616	-0.445498206110288
156	110	172	0.09	0	0
156	110	172	0.09	0.1007	-0.506390436745614
156	110	172	0.09	0.551	-0.506329009974444
156	110	172	0.09	8.616	-0.437537921044011
156	110	173	0	0	0
156	110	173	0	0.5955	0
156	110	173	0	1.1269	0
156	110	173	0	2.1931	0
156	110	173	0.03	0	0
156	110	173	0.03	0.5955	-0.509619424981621
156	110	173	0.03	1.1269	-0.514304650162306
156	110	173	0.03	2.1931	-0.514307953905212
156	110	173	0.09	0	0
156	110	173	0.09	0.5955	-0.506369977776136
156	110	173	0.09	1.1269	-0.506369977780412
156	110	173	0.09	2.1931	-0.506369977827245
156	110	174	0	0	0
156	110	174	0	0.13	0
156	110	174	0	0.5	0
156	110	174	0	1.13	0
156	110	174	0.03	0	0
156	110	174	0.03	0.13	-0.514348331895948
156	110	174	0.03	0.5	-0.514227153680771
156	110	174	0.03	1.13	-0.321420655927454
156	110	174	0.09	0	0
156	110	174	0.09	0.13	-0.506410367213561
156	110	174	0.09	0.5	-0.506289149713809
156	110	174	0.09	1.13	-0.313420146326971
156	110	175	0	0	0
156	110	175	0	0.2087	0
156	110	175	0	0.4894	0
156	110	175	0	0.9389	0
156	110	175	0.03	0	0
156	110	175	0.03	0.2087	-0.327965989314248
156	110	175	0.03	0.4894	-0.15706606435716
156	110	175	0.03	0.9389	-0.0534779219214274
156	110	175	0.09	0	0
156	110	175	0.09	0.2087	-0.319969044878774
156	110	175	0.09	0.4894	-0.149012273196815
156	110	175	0.09	0.9389	-0.0453905484031134
156	110	176	0	0	0
156	110	176	0	0.27	0
156	110	176	0	0.5	0
156	110	176	0	1.3	0
156	110	176	0.03	0	0
156	110	176	0.03	0.27	-0.151769530743204
156	110	176	0.03	0.5	-0.0747656010196144
156	110	176	0.03	1.3	-0.0675184675105985
156	110	176	0.09	0	0
156	110	176	0.09	0.27	-0.143714022368415
156	110	176	0.09	0.5	-0.0666851287070443
156	110	176	0.09	1.3	-0.0594356464595266
156	110	177	0	0	0
156	110	177	0	0.0162	0
156	110	177	0	0.6658	0
156	110	177	0	4	0
156	110	177	0.03	0	0
156	110	177	0.03	0.0162	-0.514300868636241
156	110	177	0.03	0.6658	-0.173806904400663
156	110	177	0.03	4	-0.159165494664009
156	110	177	0.09	0	0
156	110	177	0.09	0.0162	-0.506362888566835
156	110	177	0.09	0.6658	-0.165758540131571
156	110	177	0.09	4	-0.151112384407956
156	110	178	0	0	0
156	110	178	0	0.3089	0
156	110	178	0	1.6151	0
156	110	178	0	7.4095	0
156	110	178	0.03	0	0
156	110	178	0.03	0.3089	-0.135485836304695
156	110	178	0.03	1.6151	-0.101431908633891
156	110	178	0.03	7.4095	-0.0872184683253705
156	110	178	0.09	0	0
