156	106	106	0	0	0
156	106	106	0	0.7687	20.18
156	106	106	0	2.08	64.49
156	106	106	0.4261	0	0
156	106	106	0.4261	0.7687	60.81
156	106	106	0.4261	2.08	88.58
156	106	106	0.7687	0	20.18
156	106	106	0.7687	0.7687	93.18
156	106	106	0.7687	2.08	60.81
156	106	184	0	0	0
156	106	184	0	0.0013	25.1
156	106	184	0	0.0021	23.16
156	106	184	0	0.0042	61.17
156	106	184	0.4261	0	0
156	106	184	0.4261	0.0013	35.12
156	106	184	0.4261	0.0021	48.88
156	106	184	0.4261	0.0042	82.79
156	106	184	0.7687	0	20.18
156	106	184	0.7687	0.0013	61.99
156	106	184	0.7687	0.0021	54.98
156	106	184	0.7687	0.0042	92.09
156	106	184	2.08	0	64.49
156	106	184	2.08	0.0013	79.11
156	106	184	2.08	0.0021	88.73
156	106	184	2.08	0.0042	94.89
156	110	106	0	0	0
156	110	106	0	0.4261	0
156	110	106	0	0.7687	20.18
156	110	106	0	2.08	64.49
156	110	106	0.03	0	97.08
156	110	106	0.03	0.4261	99.66
156	110	106	0.03	0.7687	99.47
156	110	106	0.03	2.08	99.82
156	110	106	0.09	0	98.7
156	110	106	0.09	0.4261	99.73
156	110	106	0.09	0.7687	100.17
156	110	106	0.09	2.08	100.09
156	110	131	0	0	0
156	110	131	0	0.0017	28.15
156	110	131	0	0.0083	48.4
156	110	131	0	0.0239	58.3
156	110	131	0.03	0	97.08
156	110	131	0.03	0.0017	97.69
156	110	131	0.03	0.0083	99.4
156	110	131	0.03	0.0239	98.9
156	110	131	0.09	0	98.7
156	110	131	0.09	0.0017	99.24
156	110	131	0.09	0.0083	98.61
156	110	131	0.09	0.0239	99.31
156	110	140	0	0	0
156	110	140	0	0.154	0
156	110	140	0	0.6	23.26
156	110	140	0	1.1616	31.71
156	110	140	0.09	0	98.7
156	110	140	0.09	0.154	99
156	110	140	0.09	0.6	98.94
156	110	140	0.09	1.1616	98.77
156	110	168	0	0	0
156	110	168	0	0.3	0
156	110	168	0	0.87	23.95
156	110	168	0	2.63	47.39
156	110	168	0.09	0	98.7
156	110	168	0.09	0.3	99.54
156	110	168	0.09	0.87	99.51
156	110	168	0.09	2.63	99.57
156	110	169	0	0	0
156	110	169	0	0.1165	12.48
156	110	169	0	1	14.4
156	110	169	0	2.6008	53.26
156	110	169	0.09	0	98.7
156	110	169	0.09	0.1165	99.42
156	110	169	0.09	1	99.11
156	110	169	0.09	2.6008	98.92
156	110	170	0	0	0
156	110	170	0	0.0804	4.96
156	110	170	0	0.1381	43.66
156	110	170	0	0.2181	57.61
156	110	170	0.09	0	98.7
156	110	170	0.09	0.0804	99.55
156	110	170	0.09	0.1381	99.91
156	110	170	0.09	0.2181	99.93
156	110	171	0	0	0
156	110	171	0	0.2066	19.89
156	110	171	0	0.5699	40.27
156	110	171	0	1.4244	63.86
156	110	171	0.09	0	98.7
156	110	171	0.09	0.2066	99.33
156	110	171	0.09	0.5699	99.64
156	110	171	0.09	1.4244	99.65
156	110	172	0	0	0
156	110	172	0	0.1007	0
156	110	172	0	0.551	0
156	110	172	0	8.616	13.77
156	110	172	0.03	0	97.08
156	110	172	0.03	0.1007	96.75
156	110	172	0.03	0.551	99.09
156	110	172	0.03	8.616	95.26
156	110	172	0.09	0	98.7
156	110	172	0.09	0.1007	98.78
156	110	172	0.09	0.551	97.78
156	110	172	0.09	8.616	99.68
156	110	173	0	0	0
156	110	173	0	0.5955	0
156	110	173	0	1.1269	0
156	110	173	0	2.1931	0
156	110	173	0.03	0	97.08
156	110	173	0.03	0.5955	96.14
156	110	173	0.03	1.1269	99.2
156	110	173	0.03	2.1931	97.06
156	110	173	0.09	0	98.7
156	110	173	0.09	0.5955	99.3
156	110	173	0.09	1.1269	97.08
156	110	173	0.09	2.1931	99.33
156	110	174	0	0	0
156	110	174	0	0.13	0
156	110	174	0	0.5	0
156	110	174	0	1.13	38.6
156	110	174	0.03	0	97.08
156	110	174	0.03	0.13	97.34
156	110	174	0.03	0.5	99.25
156	110	174	0.03	1.13	98.12
156	110	174	0.09	0	98.7
156	110	174	0.09	0.13	99.4
156	110	174	0.09	0.5	98.71
156	110	174	0.09	1.13	99.91
156	110	175	0	0	0
156	110	175	0	0.2087	37.29
156	110	175	0	0.4894	71.49
156	110	175	0	0.9389	92.22
156	110	175	0.03	0	97.08
156	110	175	0.03	0.2087	99.95
156	110	175	0.03	0.4894	100.15
156	110	175	0.03	0.9389	100.1
156	110	175	0.09	0	98.7
156	110	175	0.09	0.2087	100.21
156	110	175	0.09	0.4894	100.13
156	110	175	0.09	0.9389	100.2
156	110	176	0	0	0
156	110	176	0	0.27	72.55
156	110	176	0	0.5	87.96
156	110	176	0	1.3	89.41
156	110	176	0.03	0	97.08
156	110	176	0.03	0.27	96.61
156	110	176	0.03	0.5	98.07
156	110	176	0.03	1.3	96.83
156	110	176	0.09	0	98.7
156	110	176	0.09	0.27	98.92
156	110	176	0.09	0.5	97.4
156	110	176	0.09	1.3	99.26
156	110	177	0	0	0
156	110	177	0	0.0162	0
156	110	177	0	0.6658	68.14
156	110	177	0	4	71.07
156	110	177	0.03	0	97.08
156	110	177	0.03	0.0162	96.25
156	110	177	0.03	0.6658	99.05
156	110	177	0.03	4	97.35
156	110	177	0.09	0	98.7
156	110	177	0.09	0.0162	99.27
