156	173	2.1931	183	0.01	63.3
157	172	0.1007	106	0.7687	93.65
156	173	2.1931	106	0.4261	72.35
158	106	0.4261	106	0.7687	56.94
156	173	2.1931	68	0.1602	58.57
158	177	0.0162	106	0.7687	42.01
156	132	10	180	1	75.4
156	68	5	183	0.01	74.87
158	87	0.009	106	0.7687	81.41
158	181	0.67	106	0.7687	56.47
158	183	0.004	106	0.7687	45.97
156	68	0.1602	183	0.01	57.98
159	173	1.1269	68	0.1602	81.55
158	181	0.22	106	0.7687	49.36
156	140	0.154	68	0.1602	56.78
159	132	10	180	1	81.94
159	68	0.1602	68	1.521	80.58
157	183	0.001	106	2.08	86.21
156	68	0.1602	183	0.004	67.24
158	174	0.13	106	0.7687	39.12
158	180	1	106	0.7687	49.7
158	180	2.5	106	0.7687	74.37
159	172	8.616	68	0.1602	81.92
158	165	0.6297	106	0.7687	47.41
156	68	0.1602	68	5	75.74
158	170	0.1381	106	0.7687	70.72
158	178	1.6151	183	0.01	78.06
158	172	0.1007	106	0.7687	45.99
158	182	4	183	0.01	64.85
157	163	0.2	106	0.7687	81.88
158	168	0.3	106	0.7687	30.92
158	174	0.5	106	0.7687	55.27
159	68	0.1602	180	1	79.09
157	106	0.4261	106	2.08	59.93
159	173	2.1931	68	0.1602	78.03
158	77	0.0184	106	0.7687	47.62
158	76	0.001	106	0.7687	77.17
159	68	0.1602	77	0.0184	80.42
157	106	0.7687	106	2.08	65.79
158	183	0.001	106	0.7687	45.8
159	68	0.1602	177	0.0162	79.29
156	68	0.1602	177	0.0162	68.59
159	116	0.0212	183	0.001	83.48
158	173	0.5955	106	0.7687	35.45
157	132	3	116	0.0212	90.11
159	172	0.551	68	0.1602	79.66
156	173	0.5955	68	0.1602	63.62
159	68	0.1602	182	1	81.92
156	180	1	183	0.004	75.39
158	180	1	183	0.004	47.81
159	181	0.22	182	1	85.99
158	178	1.6151	106	0.7687	66.16
158	106	0.7687	106	2.08	76.24
159	68	0.1602	183	0.001	79.82
159	68	0.1602	68	5	80.15
159	180	1	182	1	86.27
156	183	0.004	183	0.01	51.76
159	132	10	180	2.5	83.68
159	173	0.5955	181	0.22	79.85
159	166	0.845	68	0.1602	76.62
159	169	1	34	0.038	76.93
159	169	1	68	0.1602	71.36
159	169	1	172	0.1007	79.2
158	173	1.1269	106	0.7687	46.91
159	68	0.1602	181	0.22	72.86
159	132	10	181	0.22	70.33
158	173	2.1931	106	0.7687	45.64
156	68	0.1602	68	1.521	62.54
159	77	0.0184	182	1	86.81
158	165	0.6297	169	0.1165	33.99
158	170	0.1381	106	0.4261	68.28
158	181	0.22	106	0.4261	44.6
159	177	0.0162	181	0.22	79.41
156	173	1.1269	68	0.1602	64.66
158	178	7.4095	183	0.01	81.55
157	133	0.5021	172	0.551	84.38
158	87	0.009	106	0.4261	72.26
156	68	0.1602	180	1	68.55
156	172	0.1007	177	0.0162	69.46
158	183	0.004	106	0.4261	39.55
156	24	0.0139	183	0.01	44.78
156	177	0.0162	183	0.01	56.66
157	183	0.001	106	0.4261	67.63
158	164	0.0062	106	0.7687	58.6
158	77	0.0504	106	0.7687	45.82
158	169	0.1165	175	0.2087	39.26
158	182	1	106	0.7687	45.5
158	177	0.0162	106	0.4261	29.87
159	168	0.87	68	0.1602	73.16
159	173	0.5955	68	0.1602	71.18
158	179	4.3128	106	0.7687	78.7
158	164	0.0062	165	0.6297	64.76
159	171	0.2066	68	0.1602	63.39
158	182	4	183	0.004	52.04
157	183	0.004	106	2.08	55.64
158	34	0.038	34	0.1161	71.44
159	182	1	183	0.001	84.67
158	182	4	106	0.7687	47.27
158	168	0.87	106	0.7687	31.28
159	77	0.0184	180	1	78.41
159	181	0.22	183	0.001	78.56
159	166	0.845	169	1	74.69
159	169	1	172	0.551	75.4
159	172	0.1007	177	0.0162	78.84
159	68	0.1602	180	2.5	80.6
159	166	2.5956	68	0.1602	79.36
157	183	0.001	106	0.7687	70.94
159	172	8.616	173	1.1269	71.6
159	180	1	181	0.22	74.46
158	174	0.13	183	0.004	30.52
157	177	0.0162	106	0.7687	65.36
158	168	0.3	170	0.1381	55.72
158	180	1	183	0.001	47.23
159	181	0.22	106	0.4261	79.07
158	170	0.1381	182	4	74.76
158	175	0.2087	183	0.01	49.05
156	172	0.551	68	0.1602	58.7
157	133	0.0569	131	0.0017	90.6
158	68	5	183	0.01	77.65
158	170	0.2181	106	0.7687	78.41
158	178	7.4095	106	0.7687	70.74
158	68	1.521	106	0.7687	62.37
156	132	10	24	0.0139	37.54
158	133	0.0143	165	0.6297	53.78
159	173	2.1931	106	0.4261	79.25
158	175	0.2087	177	0.0162	37.5
156	68	1.521	183	0.01	50.38
159	116	0.0212	116	0.0511	84.79
158	170	0.2181	175	0.2087	88.19
158	178	1.6151	183	0.004	61.71
156	172	0.1007	183	0.01	47.87
158	167	2.0724	106	0.7687	31.36
156	183	0.004	106	0.4261	58.21
158	182	0.25	106	0.7687	54.91
158	183	0.01	106	0.7687	32.12
159	132	1	77	0.0184	77.17
158	168	0.87	175	0.2087	44.56
159	24	0.0139	68	0.1602	66.11
156	24	0.0139	68	0.1602	46.88
159	68	0.1602	106	0.4261	72.95
158	169	0.1165	169	1	20.99
159	163	0.2	177	0.0162	75.49
156	172	0.1007	183	0.004	57.13
158	177	0.0162	87	0.009	59.03
158	172	0.551	106	0.7687	42.58
159	77	0.0184	181	0.22	73.72
158	165	1.2531	106	0.7687	73.73
159	172	0.551	180	1	75.32
159	68	0.1602	106	0.7687	74.94
158	106	0.4261	106	2.08	71.36
156	172	0.1007	68	0.1602	53.17
156	183	0.01	106	0.4261	46.98
159	168	0.87	34	0.038	73.65
158	140	0.154	106	0.7687	43.39
156	172	0.551	183	0.01	49.54
157	106	0.4261	106	0.7687	46.01
159	180	1	180	2.5	82.48
159	182	1	106	0.4261	81.75
158	182	4	106	0.4261	48.71
159	172	0.1007	68	0.1602	67.87
159	132	1	182	1	78.28
159	177	0.0162	77	0.0184	75.38
159	181	0.22	106	0.7687	78.7
157	182	4	106	0.4261	58.04
156	180	1	183	0.01	55.66
159	172	0.1007	77	0.0184	75.72
157	175	0.2087	106	2.08	69.6
159	169	0.1165	68	0.1602	66.31
157	182	4	183	0.004	61.32
158	169	0.1165	183	0.01	25.58
159	177	0.0162	183	0.001	76.23
158	175	0.2087	106	0.7687	37.33
158	175	0.4894	106	0.7687	55.92
158	173	0.5955	106	0.4261	29.59
158	177	0.0162	77	0.0504	36.11
158	177	0.0162	180	2.5	53.65
156	173	2.1931	106	0.7687	71.02
156	173	1.1269	183	0.01	49.72
158	164	0.0062	167	2.0724	57.88
158	168	0.3	169	0.1165	11.5
159	77	0.0184	183	0.001	76.42
156	181	0.67	183	0.01	70.08
159	169	1	34	0.1161	73.16
158	174	0.13	177	0.0162	16.78
158	34	0.038	106	0.7687	42.11
158	168	0.3	106	2.08	61.81
158	170	0.1381	106	2.08	88
158	169	0.1165	170	0.1381	49.7
158	178	1.6151	106	0.4261	59.15
159	76	0.001	180	1	80.4
159	172	8.616	173	2.1931	68.64
156	24	0.0139	140	0.154	35.86
159	68	0.1602	76	0.001	74.76
159	173	1.1269	77	0.0184	69.23
157	180	1	183	0.004	55.45
156	172	8.616	68	0.1602	71.84
159	133	0.0569	166	0.845	71.52
159	130	1.5396	68	0.1602	74.95
159	165	0.6297	169	0.1165	73.67
158	181	0.67	106	0.4261	40.02
158	174	0.13	174	0.5	40.25
159	180	2.5	183	0.001	83.16
158	175	0.4894	177	0.0162	51.69
158	163	5	170	0.1381	59.95
159	172	0.551	76	0.001	81.83
158	178	0.3089	183	0.01	60.01
159	76	0.001	182	1	83.77
159	180	1	183	0.001	73.31
158	181	0.22	182	1	45.74
159	34	0.038	140	0.154	71.83
158	68	0.1602	183	0.004	41.85
157	41	0.926	182	1	88.8
158	181	0.22	183	0.004	32.72
158	180	1	106	0.4261	35.76
158	178	7.4095	183	0.004	68.71
158	174	0.13	106	2.08	63.46
156	173	0.5955	181	0.67	78.74
159	68	5	77	0.0184	75.1
158	24	0.0139	106	0.7687	51.76
159	168	0.3	68	0.1602	63.39
158	165	0.6297	180	1	37.78
158	178	7.4095	106	0.4261	69.51
158	177	0.0162	181	0.67	29.9
158	173	0.5955	177	0.0162	17.26
159	180	2.5	182	1	83.08
158	164	0.0062	175	0.2087	62.5
156	172	8.616	183	0.01	65.01
159	168	0.3	173	1.1269	66.11
158	181	0.22	181	0.67	41.11
159	76	0.001	77	0.0184	80.49
157	183	0.004	183	0.01	54.01
158	174	0.13	106	0.4261	24.83
159	183	0.001	106	0.4261	77.04
159	133	0.0143	130	1.5396	79.2
158	167	4.2459	178	7.4095	81.92
158	170	0.1381	175	0.2087	64.23
157	183	0.004	106	0.4261	39.31
159	165	0.6297	68	0.1602	65.78
158	183	0.001	106	2.08	70.83
159	76	0.001	181	0.22	76.87
159	140	0.154	180	2.5	80.87
159	165	0.3071	68	0.1602	58.84
158	181	0.22	106	2.08	68.41
159	130	1.5396	140	0.154	81.06
158	165	0.6297	183	0.01	34.74
158	165	0.6297	180	2.5	60.01
159	182	1	106	0.7687	79.89
159	76	0.001	183	0.001	81.02
156	68	0.1602	181	0.67	72.28
158	182	4	183	0.001	49.09
158	165	0.6297	173	0.5955	28.46
157	182	4	106	2.08	60.54
159	163	5	76	0.001	81.95
158	172	0.551	106	0.4261	42.71
158	170	0.1381	175	0.4894	77.85
156	132	10	183	0.01	23.3
158	174	0.13	178	7.4095	63.69
158	177	0.0162	183	0.01	22.52
158	172	0.1007	106	2.08	68.67
159	175	0.2087	106	0.7687	86.51
157	163	0.2	106	0.4261	57.78
158	182	1	183	0.004	40.2
158	168	0.87	106	2.08	65.37
158	163	5	183	0.01	34.43
158	168	0.3	68	0.1602	31.83
158	180	1	183	0.01	36.01
159	77	0.0184	106	0.4261	74.17
158	181	0.67	106	2.08	71.53
158	76	0.001	106	0.4261	64.62
159	34	0.1161	68	0.1602	66.56
158	165	0.6297	174	0.13	25.74
158	175	0.2087	68	0.1602	49.41
156	181	0.67	106	0.4261	76.95
158	179	0.9533	106	0.7687	54.01
158	165	0.6297	106	0.4261	31.57
158	175	0.2087	181	0.22	41.06
158	168	0.3	177	0.0162	8.73
156	169	1	172	0.1007	74.41
159	173	2.1931	106	0.7687	74.05
157	87	0.009	106	0.7687	78.59
158	175	0.2087	183	0.004	37.33
158	180	2.5	182	4	68.21
156	181	0.67	183	0.004	73.77
158	178	0.3089	106	0.7687	50.09
157	180	1	106	0.4261	48.11
159	173	1.1269	87	0.009	83.55
159	68	0.1602	181	0.67	79.14
158	68	1.521	184	0.0021	88.04
157	87	0.0567	106	0.4261	71.58
158	174	0.5	175	0.2087	50.58
159	24	0.0294	106	0.4261	78.67
158	165	0.3071	165	0.6297	40.22
158	68	1.521	184	0.0013	73.4
158	182	4	106	2.08	75.16
158	172	0.1007	177	0.0162	22.23
158	168	0.3	168	0.87	17.13
158	183	0.004	183	0.01	29.13
158	165	0.6297	177	0.0162	20.96
158	167	2.0724	168	0.3	19.6
159	171	0.2066	177	0.0162	60.13
158	167	0.9872	106	0.7687	27.55
158	68	1.521	177	0.0162	50.69
159	168	0.87	181	0.22	66.24
157	182	1	106	0.4261	54.28
159	181	0.22	87	0.009	83.91
156	132	10	34	3.1599	22.07
159	177	0.0162	76	0.001	76.68
159	166	2.5956	171	0.2066	68.15
158	132	3	106	0.7687	15.57
158	173	0.5955	174	0.13	17.66
159	181	0.67	182	1	86.8
157	182	1	182	4	69.97
158	180	1	180	2.5	59
158	164	0.0062	181	0.67	57.64
158	165	0.6297	168	0.3	20.19
158	180	1	182	1	43.18
156	41	2.1871	68	0.1602	61.93
158	87	0.009	106	2.08	86.69
158	164	0.0062	130	1.5396	73.87
158	178	7.4095	181	0.22	67.55
158	174	0.5	181	0.22	43.3
