name	drugA	drugB	concA	concB	loewe
47	37	332	0	0	0
47	37	332	0	0.3	0
47	37	332	0	1	0
47	37	332	0	3	0
47	37	332	0	10	0
47	37	332	0	30	0
47	37	332	0	100	0
47	37	332	0	300	0
47	37	332	0.1	0	0
47	37	332	0.1	0.3	0.00927270867242242
47	37	332	0.1	1	0.0294959623165535
47	37	332	0.1	3	-0.0197513080788029
47	37	332	0.1	10	-0.0484458486261437
47	37	332	0.1	30	-0.26462449886249
47	37	332	0.1	100	-0.414359439033077
47	37	332	0.1	300	-0.444296521250104
47	37	332	0.3	0	0
47	37	332	0.3	0.3	0.0459924896088397
47	37	332	0.3	1	0.02166945042197
47	37	332	0.3	3	-0.0443947863508326
47	37	332	0.3	10	-0.179872570584208
47	37	332	0.3	30	-0.304621800044341
47	37	332	0.3	100	-0.434359236899202
47	37	332	0.3	300	-0.434296502378032
47	37	332	1	0	0
47	37	332	1	0.3	0.0379635269128578
47	37	332	1	1	0.0490460805116692
47	37	332	1	3	-0.127981997272565
47	37	332	1	10	-0.298931794081723
47	37	332	1	30	-0.424612650047874
47	37	332	1	100	-0.444358536239364
47	37	332	1	300	-0.434296436539149
47	37	332	3	0	0
47	37	332	3	0.3	0.0407341926357915
47	37	332	3	1	-0.0689805286385972
47	37	332	3	3	-0.188183464851063
47	37	332	3	10	-0.345638135899101
47	37	332	3	30	-0.424588809145502
47	37	332	3	100	-0.474356590985029
47	37	332	3	300	-0.474296250238511
47	37	332	10	0	0
47	37	332	10	0.3	0.0144915328124955
47	37	332	10	1	-0.0454391383738235
47	37	332	10	3	-0.21524453495867
47	37	332	10	10	-0.364614585280081
47	37	332	10	30	-0.444525422206559
47	37	332	10	100	-0.484350382097055
47	37	332	10	300	-0.464295618612626
47	37	332	30	0	0
47	37	332	30	0.3	-0.0146175499041935
47	37	332	30	1	-0.0845982642272287
47	37	332	30	3	-0.23454407232038
47	37	332	30	10	-0.364368086294776
47	37	332	30	30	-0.464430315817441
47	37	332	30	100	-0.464336583050757
47	37	332	30	300	-0.444293972889136
47	37	332	100	0	0
47	37	332	100	0.3	-0.03435748874103
47	37	332	100	1	-0.074352728363103
47	37	332	100	3	-0.264339347778014
47	37	332	100	10	-0.344295854388674
47	37	332	100	30	-0.434336583050757
47	37	332	100	100	-0.474311210387455
47	37	332	100	300	-0.474289597454216
47	131	332	0	0	0
47	131	332	0	0.3	0
47	131	332	0	1	0
47	131	332	0	3	0
47	131	332	0	10	0
47	131	332	0	30	0
47	131	332	0	100	0
47	131	332	0	300	0
47	131	332	0.03	0	0
47	131	332	0.03	0.3	0.136199681205452
47	131	332	0.03	1	0.125889822795776
47	131	332	0.03	3	0.0612686145377715
47	131	332	0.03	10	-0.198249584966251
47	131	332	0.03	30	-0.302660031208917
47	131	332	0.03	100	-0.49357385421348
47	131	332	0.03	300	-0.513534358804532
47	131	332	0.1	0	0
47	131	332	0.1	0.3	0.113217859127348
47	131	332	0.1	1	0.0483238248556759
47	131	332	0.1	3	0.0864991717951162
47	131	332	0.1	10	-0.133255659427154
47	131	332	0.1	30	-0.269034372944099
47	131	332	0.1	100	-0.472733711910247
47	131	332	0.1	300	-0.529234510472786
47	131	332	0.3	0	0
47	131	332	0.3	0.3	0.180120802732661
47	131	332	0.3	1	0.154221238844711
47	131	332	0.3	3	0.0531940358633044
47	131	332	0.3	10	-0.122068136941071
47	131	332	0.3	30	-0.286598255328454
47	131	332	0.3	100	-0.459903772135951
47	131	332	0.3	300	-0.492841325122779
47	131	332	1	0	0
47	131	332	1	0.3	0.0772653673853578
47	131	332	1	1	0.0438208434036798
47	131	332	1	3	0.0547459943354342
47	131	332	1	10	-0.156960432042153
47	131	332	1	30	-0.298063652270195
47	131	332	1	100	-0.482414420782044
47	131	332	1	300	-0.497178424294766
47	131	332	3	0	0
47	131	332	3	0.3	0.066290104707835
47	131	332	3	1	0.108223580770288
47	131	332	3	3	0.00241790726400382
47	131	332	3	10	-0.233226971800055
47	131	332	3	30	-0.379246450284938
47	131	332	3	100	-0.509025584612186
47	131	332	3	300	-0.517800043988537
47	131	332	10	0	0
47	131	332	10	0.3	0.0327046529594502
47	131	332	10	1	0.0478390316661749
47	131	332	10	3	-0.0386571906007973
47	131	332	10	10	-0.196251108299529
47	131	332	10	30	-0.431784358778453
47	131	332	10	100	-0.502875934926273
47	131	332	10	300	-0.538227063507123
47	131	332	30	0	0
47	131	332	30	0.3	0.0240284127247182
47	131	332	30	1	-0.0267554387639036
47	131	332	30	3	-0.0801673901887793
47	131	332	30	10	-0.230945119178453
47	131	332	30	30	-0.412678153125852
47	131	332	30	100	-0.512928363128696
47	131	332	30	300	-0.537672651274548
47	2013	332	0	0	0
47	2013	332	0	0.3	0
47	2013	332	0	1	0
47	2013	332	0	3	0
47	2013	332	0	10	0
47	2013	332	0	30	0
47	2013	332	0	100	0
47	2013	332	0	300	0
47	2013	332	1	0	0
47	2013	332	1	0.3	0.0447062894563675
47	2013	332	1	1	0.0328063710666491
47	2013	332	1	3	0.0626905808701824
47	2013	332	1	10	-0.252178632887624
47	2013	332	1	30	-0.402178397889943
47	2013	332	1	100	-0.672145644096404
47	2013	332	1	300	-0.69906396435006
47	2013	332	3	0	0
47	2013	332	3	0.3	0.134771362864587
47	2013	332	3	1	0.0829271707144093
47	2013	332	3	3	0.132864259382492
47	2013	332	3	10	-0.222178629711117
47	2013	332	3	30	-0.382178326860719
47	2013	332	3	100	-0.622142829925142
47	2013	332	3	300	-0.728977677860582
47	2013	332	10	0	0
47	2013	332	10	0.3	0.115001502411017
47	2013	332	10	1	0.16335317831507
47	2013	332	10	3	0.113474570226289
47	2013	332	10	10	-0.232178597824277
47	2013	332	10	30	-0.392177945778614
47	2013	332	10	100	-0.66213152110881
47	2013	332	10	300	-0.708661587467453
47	2013	332	30	0	0
47	2013	332	30	0.3	0.0556801244121618
47	2013	332	30	1	0.124598404891721
47	2013	332	30	3	0.0252391753617556
47	2013	332	30	10	-0.242177945778614
47	2013	332	30	30	-0.412174884659822
47	2013	332	30	100	-0.662084016133614
47	2013	332	30	300	-0.737630238198804
47	2013	332	100	0	0
47	2013	332	100	0.3	0.0983295434865984
47	2013	332	100	1	0.00930680465013822
47	2013	332	100	3	0.0216563365696463
47	2013	332	100	10	-0.25213152110881
47	2013	332	100	30	-0.432084016133614
47	2013	332	100	100	-0.651608068221174
47	2013	332	100	300	-0.732230191026477
47	2013	332	300	0	0
47	2013	332	300	0.3	0.0092411489033789
47	2013	332	300	1	0.00639912155744568
47	2013	332	300	3	0.0718425249784082
47	2013	332	300	10	-0.258661587467453
47	2013	332	300	30	-0.437630238198804
47	2013	332	300	100	-0.652230191026477
47	2013	332	300	300	-0.715693107794831
47	2013	332	1000	0	0
47	2013	332	1000	0.3	0.0992087949029887
47	2013	332	1000	1	0.0365670363686928
47	2013	332	1000	3	-0.0170688469199834
47	2013	332	1000	10	-0.197429936051482
47	2013	332	1000	30	-0.422429008613956
47	2013	332	1000	100	-0.486686188284262
47	2013	332	1000	300	-0.535067015434234
47	2009	332	0	0	0
47	2009	332	0	0.3	0
47	2009	332	0	1	0
47	2009	332	0	3	0
47	2009	332	0	10	0
47	2009	332	0	30	0
47	2009	332	0	100	0
47	2009	332	0	300	0
47	2009	332	1	0	0
47	2009	332	1	0.3	0.0615818075796601
47	2009	332	1	1	-0.0281143039145221
47	2009	332	1	3	0.113151708041108
47	2009	332	1	10	-0.0318537935164844
47	2009	332	1	30	-0.0705959789582188
47	2009	332	1	100	-0.615337666637851
47	2009	332	1	300	-0.471317114796844
47	2009	332	3	0	0
47	2009	332	3	0.3	0.0314011028205331
47	2009	332	3	1	0.0401111690411079
47	2009	332	3	3	-0.0394074316968519
47	2009	332	3	10	-0.0931277877082063
47	2009	332	3	30	-0.0896284311293361
47	2009	332	3	100	-0.585254969360674
47	2009	332	3	300	-0.488637192842587
47	2009	332	10	0	0
47	2009	332	10	0.3	0.0654826963047456
47	2009	332	10	1	0.00498626960582129
47	2009	332	10	3	-0.0591577356870532
47	2009	332	10	10	-0.0524896567296392
47	2009	332	10	30	-0.072038608420655
47	2009	332	10	100	-0.626921238517322
47	2009	332	10	300	-0.491517070810215
47	2009	332	30	0	0
47	2009	332	30	0.3	0.0565416871435146
47	2009	332	30	1	0.0681516644653856
47	2009	332	30	3	-0.00666817585807692
47	2009	332	30	10	-0.160972221269847
47	2009	332	30	30	-0.100939871943947
47	2009	332	30	100	-0.65077743303614
47	2009	332	30	300	-0.471433381565822
47	2009	332	100	0	0
47	2009	332	100	0.3	0.0309455784841269
47	2009	332	100	1	0.0333764304419148
47	2009	332	100	3	-0.141387271578063
47	2009	332	100	10	-0.0911751412665946
47	2009	332	100	30	-0.53049630253614
47	2009	332	100	100	-0.700426293061392
47	2009	332	100	300	-0.453637109006201
47	2009	332	300	0	0
47	2009	332	300	0.3	0.114928015740148
47	2009	332	300	1	0.0651195899091584
