name	drugA	drugB	concA	concB	experiments
47	217	131	30	0.3	1.043855591
47	217	131	30	1	0.9991269178
47	217	131	30	3	1.053481882
47	217	131	30	10	0.9085950093
47	217	131	30	30	0.9103411737
47	217	131	100	0	1.069734643
47	217	131	100	0.03	1.099419438
47	217	131	100	0.1	1.056795117
47	217	131	100	0.3	1.09503164
47	217	131	100	1	1.111329174
47	217	131	100	3	0.9933959167
47	217	131	100	10	1.012558952
47	217	131	100	30	0.8977598352
47	217	131	300	0	1.013275327
47	217	131	300	0.03	1.107254791
47	217	131	300	0.1	1.079719121
47	217	131	300	0.3	1.023170258
47	217	131	300	1	0.9917392991
47	217	131	300	3	1.042064653
47	217	131	300	10	0.9766058743
47	217	131	300	30	0.7949600024
47	217	131	1000	0	1.161788848
47	217	131	1000	0.03	1.200473106
47	217	131	1000	0.1	1.140342368
47	217	131	1000	0.3	1.069107814
47	217	131	1000	1	1.06722733
47	217	131	1000	3	1.012917139
47	217	131	1000	10	0.9375186556
47	217	131	1000	30	0.7949600024
47	1125	131	0	0	1.073764253
47	1125	131	0	0.03	1.016722882
47	1125	131	0	0.1	1.048467256
47	1125	131	0	0.3	1.066287087
47	1125	131	0	1	0.9462047042
47	1125	131	0	3	0.9963509641
47	1125	131	0	10	0.9126246194
47	1125	131	0	30	0.8686123217
47	1125	131	1	0	1.143163095
47	1125	131	1	0.03	1.05137753
47	1125	131	1	0.1	1.129417647
47	1125	131	1	0.3	1.156147394
47	1125	131	1	1	1.004141544
47	1125	131	1	3	1.060421766
47	1125	131	1	10	0.9789788669
47	1125	131	1	30	0.8947152409
47	1125	131	3	0	1.068346666
47	1125	131	3	0.03	1.024826876
47	1125	131	3	0.1	1.076271566
47	1125	131	3	0.3	1.029393768
47	1125	131	3	1	1.050840248
47	1125	131	3	3	1.002932661
47	1125	131	3	10	0.885402364
47	1125	131	3	30	0.8489120053
47	1125	131	10	0	1.02643872
47	1125	131	10	0.03	1.065570712
47	1125	131	10	0.1	1.102687899
47	1125	131	10	0.3	1.063914095
47	1125	131	10	1	1.021827055
47	1125	131	10	3	0.9232806997
47	1125	131	10	10	0.9464733449
47	1125	131	10	30	0.8883126381
47	1125	131	30	0	1.020662945
47	1125	131	30	0.03	1.061854516
47	1125	131	30	0.1	1.025498478
47	1125	131	30	0.3	1.021289774
47	1125	131	30	1	0.9631290669
47	1125	131	30	3	0.932145842
47	1125	131	30	10	0.960935168
47	1125	131	30	30	0.8639111098
47	1125	131	100	0	1.097315086
47	1125	131	100	0.03	1.06736165
47	1125	131	100	0.1	1.081286192
47	1125	131	100	0.3	0.9900826816
47	1125	131	100	1	1.065660259
47	1125	131	100	3	0.9609799415
47	1125	131	100	10	0.9696212166
47	1125	131	100	30	0.928026685
47	1125	131	300	0	1.044169005
47	1125	131	300	0.03	1.115179691
47	1125	131	300	0.1	1.086524685
47	1125	131	300	0.3	1.026125306
47	1125	131	300	1	0.9788445466
47	1125	131	300	3	1.0817787
47	1125	131	300	10	0.9501447675
47	1125	131	300	30	0.8840591606
47	1125	131	1000	0	1.118851113
47	1125	131	1000	0.03	1.04242284
47	1125	131	1000	0.1	1.047840427
47	1125	131	1000	0.3	1.044571966
47	1125	131	1000	1	0.9870828607
47	1125	131	1000	3	0.9135648618
47	1125	131	1000	10	0.9419064533
47	1125	131	1000	30	0.8840591606
187	37	332	0	0	0.9308672763
187	37	332	0	0.3	0.9410501524
187	37	332	0	1	0.9107093378
187	37	332	0	3	0.8924217235
187	37	332	0	10	0.7436270435
187	37	332	0	30	0.7351066778
187	37	332	0	100	0.4479080078
187	37	332	0	300	0.4986145747
187	37	332	0.1	0	0.8456636187
187	37	332	0.1	0.3	0.981781657
187	37	332	0.1	1	0.984898864
187	37	332	0.1	3	0.8631199778
187	37	332	0.1	10	0.9400110834
187	37	332	0.1	30	0.6168606262
187	37	332	0.1	100	0.6083402605
187	37	332	0.1	300	0.4030202272
187	37	332	0.3	0	0.9522720975
